user_id,language,proficiency
483,İngilizce,limited_working
484,"İngilizce, Orta (1100-1500)",
484,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
486,İngilizce,professional_working
487,Rusça,professional_working
487,İngilizce,professional_working
487,Türkçe,native_or_bilingual
487,Almanca,limited_working
490,İngilizce,
491,İngilizce,limited_working
492,İngilizce,professional_working
492,Almanca,limited_working
493,Arabic,native_or_bilingual
493,English,limited_working
493,Turkish,full_professional
499,Türkçe,native_or_bilingual
499,ingilizce,professional_working
502,Türkçe,native_or_bilingual
502,İngilizce,professional_working
503,İngilizce,
504,Türkçe,native_or_bilingual
504,İngilizce,limited_working
506,English,full_professional
506,Turkish,full_professional
506,German,full_professional
508,İngilizce,professional_working
508,Almanca,elementary
509,İngilizce,professional_working
510,Türkçe,
510,İngilizce,
511,İngilizce,limited_working
512,Türkçe,native_or_bilingual
512,İngilizce,limited_working
517,Türkçe,native_or_bilingual
517,ingilizce,professional_working
518,Türkçe,native_or_bilingual
518,Arapça,limited_working
518,İngilizce,professional_working
519,İngilizce,limited_working
520,İngilizce,professional_working
520,Almanca,elementary
520,Türkçe,native_or_bilingual
521,İngilizce,professional_working
522,Türkçe,native_or_bilingual
522,İngilizce,limited_working
525,İngilizce,limited_working
526,İngilizce,limited_working
530,Türkçe,native_or_bilingual
530,İngilizce,professional_working
531,İngilizce,professional_working
531,Türkçe,native_or_bilingual
533,English,professional_working
533,Turkish,native_or_bilingual
534,English,professional_working
534,Turkish,native_or_bilingual
540,ingilizce,professional_working
541,Türkçe,
541,İngilizce,
542,ingilizce,professional_working
545,Türkçe,native_or_bilingual
545,İngilizce,limited_working
548,İnglizce,limited_working
552,English,
553,İngilizce,professional_working
554,Turkish,native_or_bilingual
554,English,professional_working
554,German,limited_working
555,Türkçe,
555,İngilizce,
556,İngilizce,professional_working
556,Rusça,elementary
557,Türkçe,native_or_bilingual
557,İngilizce,professional_working
558,Türkçe,native_or_bilingual
558,İngilizce,limited_working
562,İngilizce,limited_working
564,İngilizce,
566,İngilizce,professional_working
566,Türkçe,native_or_bilingual
567,İngilizce,professional_working
569,İngilizce,
571,English,professional_working
575,Türkçe,
575,İngilizce,
576,İngilizce,limited_working
576,Türkçe,native_or_bilingual
587,English,professional_working
587,Kurdish,native_or_bilingual
587,Turkish,native_or_bilingual
587,German,
590,Turkish,native_or_bilingual
590,English,limited_working
594,İngilizce,limited_working
594,Türkçe,native_or_bilingual
597,İngilizce,limited_working
599,Turkish,native_or_bilingual
599,English,limited_working
600,Türkçe,native_or_bilingual
600,İngilizce,limited_working
601,İngilizce,professional_working
602,English,professional_working
602,Turkish,native_or_bilingual
604,Türkçe,native_or_bilingual
604,İngilizce,professional_working
606,İngilizce,full_professional
607,İngilizce,professional_working
610,İngilizce,limited_working
610,Türkçe,native_or_bilingual
611,English (B2),professional_working
611,Turkish,native_or_bilingual
613,İngilizce,limited_working
616,Türkçe,native_or_bilingual
616,İngilizce,limited_working
624,Türkçe,native_or_bilingual
624,İngilizce,limited_working
627,Türkçe,native_or_bilingual
627,İngilizce,limited_working
632,Türkçe,
636,Arabic,native_or_bilingual
636,English,limited_working
636,Turkish,full_professional
637,İngilizce,professional_working
637,Türkçe,native_or_bilingual
641,İngilizce,professional_working
644,İngilizce,full_professional
648,Türkçe,native_or_bilingual
648,İngilizce,limited_working
650,İngilizce,full_professional
652,İngilizce,professional_working
652,Almanca,limited_working
654,İngilizce,professional_working
656,İngilizce,limited_working
657,"İngilizce, Orta (1100-1500)",
657,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
660,ingilizce,professional_working
660,Türkçe,native_or_bilingual
663,Türkçe,native_or_bilingual
663,İngilizce,limited_working
664,İngilizce,limited_working
664,Türkçe,native_or_bilingual
664,Almanca,elementary
665,English,professional_working
667,Türkçe,native_or_bilingual
667,İngilizce,professional_working
668,İngilizce,professional_working
669,Türkçe,
669,İngilizce,
671,Türkçe,native_or_bilingual
671,İngilizce,limited_working
673,English,professional_working
673,Turkish,native_or_bilingual
676,İngilizce,professional_working
676,Türkçe,professional_working
677,İngilizce,
679,Türkçe,native_or_bilingual
679,İngilizce,professional_working
680,İngilizce,professional_working
680,Almanca,limited_working
683,"İngilizce, Orta (1100-1500)",
683,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
687,Türkçe,
687,İngilizce,elementary
690,Türkçe,native_or_bilingual
690,English,full_professional
692,"İngilizce, Orta (1100-1500)",
692,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
696,"İngilizce, Orta (1100-1500)",
696,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
697,English,professional_working
697,Türkçe,native_or_bilingual
699,İngilizce,elementary
699,Türkçe,native_or_bilingual
700,English,professional_working
700,Turkish,
702,Türkçe,
702,İngilizce,
704,English,professional_working
704,Francais,elementary
704,Italiano,elementary
704,Türkçe,native_or_bilingual
706,ingilizce,
708,İngilizce,limited_working
709,İngilizce,limited_working
709,Türkçe,native_or_bilingual
711,İngilizce,full_professional
715,Turkish,native_or_bilingual
715,English,elementary
716,Türkçe,
716,İngilizce,
721,Türkçe,native_or_bilingual
721,İngilizce,limited_working
724,Arabic,native_or_bilingual
724,English,professional_working
724,Turkish,professional_working
728,Farsça,native_or_bilingual
728,Türkçe,native_or_bilingual
728,İngilizce,limited_working
729,İngilizce,limited_working
729,Türkçe,native_or_bilingual
731,İngilizce,professional_working
733,Arabic,native_or_bilingual
733,English,limited_working
733,Turkish,limited_working
734,Polish,elementary
734,Russian,limited_working
734,English,full_professional
734,Turkish,native_or_bilingual
735,Türkçe,
735,İngilizce,
736,İngilizce ,professional_working
736,Türkçe,full_professional
736,Arapca ,elementary
739,English,professional_working
739,German,limited_working
739,Turkish,native_or_bilingual
741,Türkçe,native_or_bilingual
741,İngilizce,professional_working
743,İngilizce,limited_working
743,Türkçe,full_professional
744,İngilizce,native_or_bilingual
748,English,professional_working
749,İngilizce,professional_working
754,English,professional_working
757,İngilizce,limited_working
757,Türkçe,native_or_bilingual
758,İngilizce,limited_working
758,Türkçe,native_or_bilingual
763,İngilizce,elementary
767,"İngilizce, Orta (1100-1500)",limited_working
768,Türkçe,native_or_bilingual
768,İngilizce,professional_working
769,İngilizce ,limited_working
773,İngilizce,professional_working
774,İngilizce,professional_working
775,Turkish,native_or_bilingual
775,English,professional_working
775,Kurdish,native_or_bilingual
779,Türkçe,
779,ingilizce,
783,İngilizce,elementary
783,Türkçe,native_or_bilingual
784,Kürtçe,
785,İngilizce,full_professional
785,İspanyolca,elementary
785,Türkçe,native_or_bilingual
786,English,
791,"İngilizce, Orta (1100-1500)",
791,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
793,English,professional_working
793,Turkish,
798,Turkish,
800,İngilizce,professional_working
801,English,professional_working
801,Turkish,native_or_bilingual
802,Türkçe,native_or_bilingual
802,"İngilizce, Eski (yaklaşık 450-1100)",professional_working
803,Korece,elementary
803,İngilizce,professional_working
803,Türkçe,native_or_bilingual
805,İngilizce,professional_working
806,İngilizce,professional_working
807,Türkçe,native_or_bilingual
807,İngilizce,professional_working
808,İngilizce,professional_working
809,İngilizce,limited_working
809,Türkçe,native_or_bilingual
811,English,professional_working
812,İngilizce,
813,English,full_professional
813,Turkish,native_or_bilingual
814,İngilizce,limited_working
815,English,
817,İngilizce,elementary
817,Türkçe,native_or_bilingual
818,İngilizce,full_professional
818,İspanyolca,elementary
818,Türkçe,native_or_bilingual
820,İngilizce,limited_working
821,"İngilizce, Orta (1100-1500)",
821,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
822,Türkçe,native_or_bilingual
822,ingilizce,limited_working
825,İngilizce,elementary
825,Türkçe,native_or_bilingual
828,İngilizce,full_professional
828,İspanyolca,elementary
828,Türkçe,native_or_bilingual
830,"İngilizce, Orta (1100-1500)",
830,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
832,Türkçe,native_or_bilingual
832,Azerice,native_or_bilingual
832,İngilizce,elementary
833,"İngilizce, Orta (1100-1500)",
833,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",
834,İngilizce,limited_working
837,İngilizce,professional_working
837,Almanca,limited_working
838,Turkish,native_or_bilingual
838,English,full_professional
838,German,limited_working
840,Türkçe,native_or_bilingual
840,ingilizce,professional_working
847,İngilizce,professional_working
847,Lehçe,elementary
848,İngilizce,limited_working
849,Türkçe,native_or_bilingual
849,English,professional_working
851,Almanca,elementary
853,Türkçe,
853,İngilizce,
858,Turkish,native_or_bilingual
858,Russian,elementary
858,English,professional_working
860,Türkçe,native_or_bilingual
860,İngilizce,professional_working
862,İngilizce,
864,İngilizce,native_or_bilingual
865,İngilizce,professional_working
865,İspanyolca,elementary
866,Türkçe,
866,İngilizce,
867,İngilizce,professional_working
868,İngilizce,limited_working
873,Türkçe,native_or_bilingual
873,"İngilizce, Orta (1100-1500)",limited_working
878,Türkçe,native_or_bilingual
878,"İngilizce, Upper Intermediate",professional_working
882,İngilizce,
886,İngilizce,professional_working
891,İngilizce,professional_working
891,Almanca,limited_working
893,İngilizce,limited_working
898,Türkçe,native_or_bilingual
898,"İngilizce, Orta (1100-1500)",limited_working
900,Türkçe,
900,İngilizce,
901,İngilizce,professional_working
902,İngilizce,professional_working
902,Türkçe,native_or_bilingual
903,Türkçe,native_or_bilingual
903,Arabish,native_or_bilingual
903,English,professional_working
904,İngilizce,full_professional
906,Türkçe,native_or_bilingual
906,English,professional_working
908,İngilizce,limited_working
908,Almanca,elementary
909,Türkçe,native_or_bilingual
909,"İngilizce, Eski (yaklaşık 450-1100)",limited_working
912,Türkçe,native_or_bilingual
912,İngilizce,professional_working
913,İngilizce,professional_working
913,Almanca,limited_working
915,Türkçe,native_or_bilingual
915,İngilizce,full_professional
916,Türkçe,native_or_bilingual
916,"İngilizce, Orta (1100-1500)",limited_working
918,Türkçe,native_or_bilingual
918,"İngilizce, Orta (1100-1500)",limited_working
921,İngilizce,professional_working
921,Almanca,limited_working
923,English,full_professional
925,İngilizce,limited_working
926,İngilizce,
929,İngilizce,full_professional
929,Kürtçe,native_or_bilingual
929,Almanca,elementary
931,İngilizce,limited_working
932,English,native_or_bilingual
932,Turkish,native_or_bilingual
933,Türkçe,native_or_bilingual
933,Arapça,native_or_bilingual
933,İngilizce,professional_working
934,English,limited_working
935,İngilizce,limited_working
936,Türkçe,
936,İngilizce,
939,Turkish,native_or_bilingual
939,English,professional_working
941,Türkçe,native_or_bilingual
941,ingilizce,professional_working
942,İngilizce,professional_working
943,İngilizce,limited_working
944,İngilizce,
945,Türkçe,native_or_bilingual
945,İngilizce,professional_working
946,English,professional_working
947,İngilizce,professional_working
947,İngilizce,full_professional
949,İngilizce,full_professional
950,İngilizce,limited_working
952,İngilizce,limited_working
954,İngilizce,limited_working
954,Türkçe,native_or_bilingual
957,İngilizce,full_professional
957,Türkçe,native_or_bilingual
958,İngilizce,professional_working
965,Türkçe,native_or_bilingual
965,İngilizce,limited_working
967,İngilizce,full_professional
967,Türkçe,native_or_bilingual
968,İngilizce,limited_working
968,Türkçe,native_or_bilingual
970,İngilizce,limited_working
973,İNGİLİZCE,
973,Türkçe,native_or_bilingual
974,Türkçe,native_or_bilingual
974,İngilizce,
975,Türkçe,
975,İngilizce,
979,Türkçe,native_or_bilingual
979,İngilizce,limited_working
981,Türkçe,
981,İngilizce,
984,Türkçe,native_or_bilingual
984,İngilizce,limited_working
985,English,full_professional
988,English,limited_working
989,İngilizce,
990,Türkçe,native_or_bilingual
990,ingilizce,limited_working
991,İngilizce,professional_working
992,İngilizce,limited_working
993,Türkçe,native_or_bilingual
993,İngilizce,limited_working
995,İngilizce,
996,İngilizce,professional_working
999,İngilizce,professional_working
999,Almanca,elementary
999,Türkçe,native_or_bilingual
1000,İngilizce,professional_working
1000,Türkçe,native_or_bilingual
1002,Türkçe,
1002,orta düzey İngilizce,
1008,Türkçe,native_or_bilingual
1008,İngilizce,limited_working
1009,İngilizce,limited_working
1012,Türkçe,native_or_bilingual
1012,İngilizce,limited_working
1013,English,limited_working
1014,Türkçe,native_or_bilingual
1014,İngilizce,professional_working
1015,Türkçe,native_or_bilingual
1015,İngilizce,full_professional
1015,Almanca,elementary
1017,İngilizce,limited_working
1019,Turkish,native_or_bilingual
1019,English,professional_working
1020,Türkçe,native_or_bilingual
1020,İngilizce,limited_working
1021,İngilizce,limited_working
1022,İngilizce,professional_working
1024,İngilizce,professional_working
1025,Türkçe,native_or_bilingual
1025,ingilizce,limited_working
1026,Türkçe,native_or_bilingual
1026,İngilizce,limited_working
1029,İngilizce,limited_working
1037,İngilizce,limited_working
1038,İngilizce,full_professional
1038,Türkçe,native_or_bilingual
1039,Türkçe,
1039,İngilizce,
1040,English,professional_working
1040,Turkish,native_or_bilingual
1042,İngilizce,limited_working
1042,Türkçe,native_or_bilingual
1042,Almanca,elementary
1047,İngilizce,professional_working
1047,Türkçe,native_or_bilingual
1050,İngilizce,limited_working
1052,Türkçe,native_or_bilingual
1052,İngilizce,full_professional
1056,Türkçe,
1056,İngilizce,
1057,English,limited_working
1058,Türkçe,
1058,İngilizce,professional_working
1065,Türkçe,
1065,İngilizce,
1066,İngilizce,limited_working
1068,İngilizce,professional_working
1068,Türkçe,native_or_bilingual
1070,Türkçe,native_or_bilingual
1070,İngilizce,limited_working
1071,İngilizce,limited_working
1072,İngilizce,professional_working
1072,Türkçe,native_or_bilingual
1073,"İngilizce, Eski (yaklaşık 450-1100)",native_or_bilingual
1073,Türkçe,native_or_bilingual
1074,İngilizce,elementary
1076,İngilizce,professional_working
1079,Türkçe,
1079,İngilizce,
1080,Türkçe,native_or_bilingual
1080,ingilizce,limited_working
1081,ingilizce,
1083,Turkish,native_or_bilingual
1083,English,full_professional
1085,Türkçe,native_or_bilingual
1085,"İngilizce, Orta (1100-1500)",
1087,İngilizce,professional_working
1087,Türkçe,native_or_bilingual
1090,Türkçe,native_or_bilingual
1090,İngilizce,limited_working
1092,English,limited_working
1095,İngilizce,
1100,"İngilizce, Orta (1100-1500)",
1103,İngilizce,limited_working
1104,İngilizce,professional_working
1105,İngilizce,professional_working
1106,English,professional_working
1106,Türkçe,native_or_bilingual
1111,İngilizce,limited_working
1112,İngilizce,professional_working
1112,Almanca,limited_working
1114,İngilizce,
1120,Türkçe,native_or_bilingual
1120,İngilizce,professional_working
1125,İngilizce,limited_working
1125,Türkçe,native_or_bilingual
1127,English,full_professional
1127,Spanish,
1128,İngilizce,professional_working
1129,Turkish,native_or_bilingual
1129,English,professional_working
1130,Türkçe,native_or_bilingual
1130,İngilizce,full_professional
1131,İngilizce,limited_working
1133,English,professional_working
1133,Türkçe,native_or_bilingual
1135,İngilizce,professional_working
1135,Türkçe,native_or_bilingual
1136,Türkçe,native_or_bilingual
1136,İngilizce,professional_working
1137,İngilizce,professional_working
1138,Türkçe,
1138,İngilizce,
1140,English,full_professional
1142,Türkçe,native_or_bilingual
1142,İngilizce,limited_working
1143,İngilizce,limited_working
1144,English,professional_working
1146,Türkçe,
1146,İngilizce,
1150,English,
1152,İngilizce,professional_working
1152,Türkçe,native_or_bilingual
1156,Türkçe,
1156,English,professional_working
1157,Türkçe,native_or_bilingual
1157,İngilizce,limited_working
1158,Türkçe,full_professional
1158,İngilizce,professional_working
1159,Türkçe,native_or_bilingual
1159,İngilizce,limited_working
1160,İngilizce,
1161,English,
1162,Türkçe,native_or_bilingual
1162,İngilizce,limited_working
1165,Turkish,native_or_bilingual
1165,Kurdish,native_or_bilingual
1165,English,professional_working
1167,English,
1168,English,
1170,English,native_or_bilingual
1170,Turkish,native_or_bilingual
1173,Türkçe,
1173,İngilizce,
1174,Turkish,
1174,"English, Middle (1100-1500)",
1178,İngilizce,limited_working
1179,İngilizce,professional_working
1179,Almanca,limited_working
1180,Türkçe,native_or_bilingual
1180,İngilizce,limited_working
1186,Türkçe,native_or_bilingual
1186,İngilizce,professional_working
1187,Turkish,native_or_bilingual
1187,Kurdish,native_or_bilingual
1187,English,professional_working
1188,Turkish,native_or_bilingual
1188,Kurdish,native_or_bilingual
1188,English,professional_working
1190,İngilizce,full_professional
1192,Türkçe,native_or_bilingual
1192,İngilizce,limited_working
1194,Türkçe,native_or_bilingual
1194,English,professional_working
1195,English,professional_working
1196,İngilizce,limited_working
1197,İngilizce,
1201,İngilizce,limited_working
1201,Türkçe,native_or_bilingual
1201,Almanca,elementary
1202,Türkçe,native_or_bilingual
1202,Japonca,elementary
1202,Almanca,elementary
1202,İngilizce,professional_working
1203,İngilizce,limited_working
1203,Türkçe,native_or_bilingual
1204,İngilizce,full_professional
1205,English,professional_working
1207,"İngilizce, Eski (yaklaşık 450-1100)",limited_working
1208,Türkçe,
1208,İngilizce,
1210,English,professional_working
1210,Turkish,native_or_bilingual
1211,english,professional_working
1212,İngilizce,professional_working
1214,İngilizce,professional_working
1215,İngilizce,professional_working
1216,English,native_or_bilingual
1216,Turkish,native_or_bilingual
1219,Türkçe,
1219,İngilizce,
1221,English,native_or_bilingual
1221,Turkish,native_or_bilingual
1224,Türkçe,native_or_bilingual
1224,İngilizce,professional_working
1226,English,full_professional
1228,English,professional_working
1228,Turkish,native_or_bilingual
1229,İngilizce,professional_working
1230,English,
1231,Türkçe,native_or_bilingual
1231,İngilizce,
1232,"İngilizce, Eski (yaklaşık 450-1100)",limited_working
1233,İngilizce,limited_working
1234,İngilizce,
1237,İngilizce,professional_working
1238,İngilizce,
1240,English,professional_working
1243,English,professional_working
1243,Turkish,
1247,Turkish,native_or_bilingual
1247,English,professional_working
1248,Türkçe,native_or_bilingual
1248,İngilizce,professional_working
1250,İngilizce,professional_working
1250,İspanyolca,elementary
1250,Türkçe,native_or_bilingual
1252,Turkish,native_or_bilingual
1252,English,professional_working
1255,İngilizce,professional_working
1256,English,professional_working
1258,English,professional_working
1258,Türkçe,native_or_bilingual
1259,İngilizce,limited_working
1259,Arapça,elementary
1260,İngilizce,professional_working
1261,English,professional_working
1261,Portuguese,elementary
1261,Spanish,elementary
1261,Türkçe,native_or_bilingual
1263,English,full_professional
1263,Turkish,native_or_bilingual
1266,Türkçe,
1266,English,
1267,İngilizce,professional_working
1268,Türkçe,native_or_bilingual
1268,İngilizce,full_professional
1269,Türkçe,native_or_bilingual
1269,İngilizce,professional_working
