user_id,industry,location,moved_after_2019
18089,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
3802,Computer Software,Turkey,1
37110,Electrical/Electronic Manufacturing,Turkey,1
40179,Computer Software,"Istanbul, Turkey",1
22416,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
54050,Telecommunications,"Istanbul, Turkey",0
33516,Computer Software,"Istanbul, Turkey",0
65970,Telecommunications,"Istanbul, Istanbul, Turkey",1
2631,Computer Software,"Istanbul, Istanbul, Turkey",0
41679,Computer & Network Security,"Istanbul, Turkey",0
53743,Banking,Turkey,0
64924,Computer Software,"Istanbul, Istanbul, Turkey",0
26940,Information Technology and Services,Turkey,0
31384,Industrial Automation,"Istanbul, Istanbul, Turkey",1
51939,Automotive,"Ankara, Turkey",1
45992,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
38163,Automotive,"Kadikoy, Istanbul, Turkey",1
49896,Computer Software,Turkey,0
62254,Machinery,"Tuzla, Istanbul, Turkey",0
42287,Education Management,"Ankara, Ankara, Turkey",1
8980,Defense & Space,"Ankara, Ankara, Turkey",0
22549,Computer Software,Turkey,1
3783,Computer Software,Greater Istanbul,1
53106,Information Technology and Services,"Beylikduzu, Istanbul, Turkey",1
4878,Computer Games,"Istanbul, Istanbul, Turkey",1
38321,Retail,"Istanbul, Istanbul, Turkey",0
54194,Computer Software,"Ankara, Turkey",1
7600,Information Technology and Services,"Ankara, Turkey",0
47186,Staffing and Recruiting,"Istanbul, Turkey",0
22923,Internet,"Istanbul, Istanbul, Turkey",0
58141,Computer Hardware,"Istanbul, Turkey",0
11374,Computer Software,"İzmir, İzmir, Turkey",0
18808,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
2210,Banking,"Istanbul, Istanbul, Turkey",0
54543,Defense & Space,"Ankara, Turkey",0
61940,Telecommunications,"Maltepe, Istanbul, Turkey",0
42454,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
60036,Oil & Energy,"Istanbul, Istanbul, Turkey",1
49770,Computer Software,"Istanbul, Istanbul, Turkey",1
55729,Automotive,"Karatay, Konya, Turkey",0
60012,Computer Software,"Ankara, Ankara, Turkey",1
20220,Internet,"Istanbul, Istanbul, Turkey",0
45630,Cosmetics,"Istanbul, Istanbul, Turkey",0
28963,Telecommunications,"Istanbul, Istanbul, Turkey",1
12898,Information Technology and Services,"Ankara, Ankara, Turkey",0
65838,Computer Software,"Istanbul, Istanbul, Turkey",1
51467,Information Technology and Services,"Istanbul, Turkey",1
16369,Computer Software,"Istanbul, Istanbul, Turkey",1
56579,Internet,"Ankara, Turkey",1
48144,Defense & Space,"Ankara, Turkey",1
23221,Defense & Space,"Ankara, Ankara, Turkey",1
42422,Telecommunications,"Istanbul, Turkey",1
51198,Information Technology and Services,"Istanbul, Turkey",0
15669,Computer Software,"İzmir, Turkey",0
42586,Computer Software,Turkey,0
10811,Internet,"Istanbul, Istanbul, Turkey",0
23030,Computer Software,"Istanbul, Turkey",1
51351,Internet,Turkey,0
35810,Consumer Goods,Turkey,0
59756,Information Technology and Services,"Ankara, Ankara, Turkey",1
29727,Automotive,"Istanbul, Istanbul, Turkey",0
40144,Industrial Automation,"Istanbul, Istanbul, Turkey",0
43209,Food Production,Turkey,1
44793,Computer Software,Turkey,1
45821,Defense & Space,"Ankara, Turkey",1
46250,Computer Software,"Istanbul, Turkey",0
17842,Photography,"Istanbul, Istanbul, Turkey",0
36700,Computer Software,"Atasehir, Istanbul, Turkey",0
62191,Mechanical or Industrial Engineering,Turkey,0
30675,Wireless,Turkey,0
27219,Computer Games,"Istanbul, Turkey",1
57036,Logistics and Supply Chain,Turkey,0
12830,Defense & Space,Turkey,1
35195,Telecommunications,"Kagithane, Istanbul, Turkey",0
31998,Electrical/Electronic Manufacturing,"Kayseri, Turkey",0
55808,Information Technology and Services,Turkey,1
33248,Telecommunications,"Corlu, Tekirdağ, Turkey",1
9439,Computer Software,"Istanbul, Turkey",0
62492,Information Technology and Services,"Pendik, Istanbul, Turkey",0
40951,Computer Networking,"Istanbul, Istanbul, Turkey",1
21426,Airlines/Aviation,Turkey,0
62946,Banking,"Istanbul, Istanbul, Turkey",0
45421,Computer Software,Turkey,0
58584,Defense & Space,"Ankara, Turkey",0
49158,Marketing and Advertising,"Ankara, Turkey",0
28905,Computer Software,"Istanbul, Turkey",0
25268,Information Technology and Services,Turkey,0
50375,Insurance,Turkey,0
11961,Renewables & Environment,Turkey,0
49471,Computer Software,"Ankara, Turkey",1
37769,Aviation & Aerospace,"Ankara, Ankara, Turkey",0
1953,Computer Software,"Istanbul, Turkey",0
4310,Telecommunications,"Samsun, Turkey",1
55302,Computer Software,"Istanbul, Istanbul, Turkey",1
43349,Financial Services,"Balıkesir, Turkey",1
7212,Internet,"Istanbul, Istanbul, Turkey",0
18952,Computer Software,"Istanbul, Istanbul, Turkey",1
25788,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
6727,Computer Games,"Istanbul, Istanbul, Turkey",0
922,Writing and Editing,"Balıkesir, Turkey",0
13001,Computer Software,Turkey,0
3217,Information Technology and Services,"Gümüşhane, Turkey",0
657,Hospital & Health Care,"Ankara, Ankara, Turkey",1
28410,Shipbuilding,"Tuzla, Istanbul, Turkey",0
46382,Telecommunications,Turkey,0
59770,Computer Software,"Ankara, Turkey",1
6137,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
4241,Telecommunications,"Ankara, Ankara, Turkey",1
48557,Defense & Space,"Ankara, Turkey",1
48511,Computer & Network Security,"Ankara, Ankara, Turkey",0
17021,Computer Software,"Istanbul, Istanbul, Turkey",0
31078,Sporting Goods,"Istanbul, Istanbul, Turkey",1
56713,Defense & Space,"Ankara, Turkey",0
21472,Information Technology and Services,Turkey,0
18806,Electrical/Electronic Manufacturing,"Üsküdar, Istanbul, Turkey",0
48227,Computer Software,"Ankara, Ankara, Turkey",0
36168,Defense & Space,"Istanbul, Istanbul, Turkey",1
2553,Computer & Network Security,Turkey,0
29114,Telecommunications,Turkey,0
20624,Computer Software,"Pendik, Istanbul, Turkey",0
60979,Defense & Space,"Etimesgut, Ankara, Turkey",0
10041,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
64044,Entertainment,"Istanbul, Turkey",0
12594,Computer Software,"Istanbul, Istanbul, Turkey",0
34954,Internet,Turkey,1
4702,Computer Software,"Istanbul, Istanbul, Turkey",0
58465,Computer Software,Turkey,1
28051,Telecommunications,"Istanbul, Turkey",0
23095,Computer Software,"Istanbul, Turkey",1
34199,Computer Software,"Istanbul, Istanbul, Turkey",0
50111,Computer Software,"Pendik, Istanbul, Turkey",0
29764,Computer Software,Turkey,0
44396,Computer Software,"Istanbul, Istanbul, Turkey",1
56334,Graphic Design,"Ankara, Turkey",0
34490,Hospital & Health Care,Turkey,0
5804,Computer Software,"Istanbul, Istanbul, Turkey",0
21212,Internet,"Istanbul, Istanbul, Turkey",1
25757,Computer Software,"Umraniye, Istanbul, Turkey",0
36497,Telecommunications,"Istanbul, Turkey",1
5809,Computer Games,"Pendik, Istanbul, Turkey",0
48954,Computer Software,"Ankara, Ankara, Turkey",0
11121,Information Technology and Services,"Istanbul, Turkey",0
14767,"Health, Wellness and Fitness","Çorlu, Tekirdağ, Turkey",0
18654,Computer Software,"Istanbul, Istanbul, Turkey",1
21990,Banking,"Istanbul, Turkey",0
52460,Internet,"Istanbul, Istanbul, Turkey",0
26449,Telecommunications,"Umraniye, Istanbul, Turkey",0
12295,Computer Software,"İzmir, Turkey",0
47662,Defense & Space,"Ankara, Turkey",1
53021,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
343,Higher Education,"Gungoren, Istanbul, Turkey",1
17509,Computer Software,"Istanbul, Turkey",0
38880,Telecommunications,"Istanbul, Istanbul, Turkey",0
41478,Electrical/Electronic Manufacturing,Turkey,0
36921,Banking,Turkey,1
45008,Defense & Space,"İzmir, Turkey",1
24071,E-Learning,"Uşak, Turkey",0
51410,Defense & Space,Turkey,0
30587,Telecommunications,"Istanbul, Turkey",1
56233,Computer & Network Security,"Istanbul, Turkey",1
54068,Automotive,Turkey,0
13998,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
65226,Computer Software,"Istanbul, Turkey",1
27040,Computer Software,"Istanbul, Turkey",0
55266,Computer Software,Turkey,0
65796,Wireless,"Istanbul, Istanbul, Turkey",1
25844,Computer Software,"Istanbul, Istanbul, Turkey",0
58934,Maritime,Turkey,0
56824,Computer Software,"Ankara, Turkey",0
46125,Computer Software,"Istanbul, Istanbul, Turkey",0
19571,Computer Software,"Istanbul, Istanbul, Turkey",0
8345,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
56327,Program Development,"Mamak, Ankara, Turkey",1
32112,Internet,"Istanbul, Istanbul, Turkey",0
27432,Mobile Games,"Bostancı, Istanbul, Turkey",1
52234,Insurance,Turkey,0
11429,Computer Software,"Istanbul, Istanbul, Turkey",1
6943,Information Technology and Services,"Pendik, Istanbul, Turkey",0
36695,Computer Software,"Istanbul, Istanbul, Turkey",1
23533,Computer Software,Turkey,0
36315,Telecommunications,"Istanbul, Istanbul, Turkey",0
39011,Computer Software,Turkey,1
55573,Computer Software,"Ankara, Turkey",1
22685,Telecommunications,"Ankara, Turkey",1
59842,Computer Software,Turkey,0
28105,Information Technology and Services,Turkey,0
62307,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
54615,Higher Education,"Ankara, Turkey",1
58100,Computer Software,"Istanbul, Istanbul, Turkey",0
45699,Apparel & Fashion,Turkey,1
19273,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
32434,Computer Software,"Ankara, Ankara, Turkey",0
45212,Computer Software,"Istanbul, Turkey",0
34115,Food & Beverages,Turkey,1
50188,Internet,"Istanbul, Turkey",1
22359,Computer Software,"Karatay, Konya, Turkey",0
38113,Aviation & Aerospace,"Istanbul, Istanbul, Turkey",1
12854,Information Technology and Services,"Istanbul, Turkey",1
10293,Computer Software,"Istanbul, Istanbul, Turkey",1
38552,Electrical/Electronic Manufacturing,Turkey,0
15695,Higher Education,Turkey,0
25242,Financial Services,"Istanbul, Istanbul, Turkey",0
39923,Computer Software,"Istanbul, Turkey",0
2738,Computer Software,"Istanbul, Istanbul, Turkey",1
62764,Banking,"Maltepe, Istanbul, Turkey",1
31830,Computer Software,Turkey,0
4534,Banking,"Izmit, Kocaeli, Turkey",1
63661,Telecommunications,"Istanbul, Turkey",1
6498,Pharmaceuticals,"Istanbul, Istanbul, Turkey",1
10007,Research,"Istanbul, Istanbul, Turkey",0
61763,Nonprofit Organization Management,"Istanbul, Istanbul, Turkey",0
25925,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
1436,Computer Software,"Istanbul, Turkey",1
16282,Broadcast Media,Turkey,0
29875,Telecommunications,Turkey,0
50281,Banking,"Istanbul, Istanbul, Turkey",1
17682,Computer Games,"Istanbul, Istanbul, Turkey",1
25803,Computer Software,"Istanbul, Istanbul, Turkey",1
18187,Information Technology and Services,"Istanbul, Turkey",1
63713,Computer Software,Turkey,0
5830,Computer Software,Turkey,0
14901,Computer Software,Turkey,0
42329,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
10874,Computer Software,"Ankara, Ankara, Turkey",0
52608,Internet,"Istanbul, Turkey",1
3696,Computer Software,"Istanbul, Turkey",1
2177,Computer Software,"Istanbul, Turkey",1
43573,Internet,"Istanbul, Istanbul, Turkey",0
19701,Chemicals,"Istanbul, Turkey",0
29791,Airlines/Aviation,"Istanbul, Istanbul, Turkey",0
7639,Computer Games,"Ankara, Turkey",0
13018,Information Technology and Services,Turkey,0
29360,Information Technology and Services,"Ankara, Turkey",0
21419,Banking,Turkey,0
9963,Computer Software,Turkey,0
17515,Internet,"Istanbul, Turkey",0
37777,Aviation & Aerospace,"Ankara, Ankara, Turkey",0
24749,Information Technology and Services,"Istanbul, Turkey",1
31035,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
43926,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
9852,Information Technology and Services,"Istanbul, Turkey",1
3980,Internet,"Istanbul, Turkey",1
20432,Pharmaceuticals,Turkey,1
22703,Computer Software,Turkey,0
2805,Telecommunications,"Istanbul, Turkey",1
62067,Retail,"Istanbul, Istanbul, Turkey",0
18129,Higher Education,"Bakirkoy, Istanbul, Turkey",0
6768,Computer Software,"Istanbul, Turkey",0
59477,Consumer Goods,Turkey,0
35003,Information Technology and Services,"Istanbul, Turkey",1
34370,Computer Games,"Istanbul, Istanbul, Turkey",0
45298,Consumer Electronics,"İzmir, Turkey",0
42396,Automotive,"Istanbul, Istanbul, Turkey",1
54498,Computer Software,"Ankara, Turkey",1
52545,Aviation & Aerospace,Turkey,0
38363,Industrial Automation,"Istanbul, Istanbul, Turkey",0
32377,Computer Software,"Ankara, Ankara, Turkey",0
44704,Information Technology and Services,Turkey,0
43910,Computer Software,"Istanbul, Turkey",0
57320,Security and Investigations,Turkey,1
42794,Banking,"Istanbul, Turkey",0
60252,Defense & Space,"Ankara, Turkey",1
37120,Banking,"Istanbul, Istanbul, Turkey",1
7306,Computer Software,"Cankaya, Ankara, Turkey",0
1363,Airlines/Aviation,"Istanbul, Turkey",0
45508,Farming,Turkey,0
20869,Information Technology and Services,"Istanbul, Turkey",1
34707,Mechanical or Industrial Engineering,"Üsküdar, Istanbul, Turkey",0
33786,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
55551,Computer Software,"Konya, Turkey",1
53984,Computer Software,Turkey,1
54377,Computer Software,"Ankara, Turkey",0
39304,Environmental Services,Turkey,0
24267,"Health, Wellness and Fitness","Tokat, Turkey",0
42966,Mobile Games,"Mersin, İçel, Turkey",0
20129,Internet,"Istanbul, Istanbul, Turkey",0
6499,Computer Software,"Istanbul, Istanbul, Turkey",1
29419,Computer Software,Turkey,0
46647,Computer Software,"Ankara, Turkey",0
44952,Automotive,Turkey,0
62963,Banking,"Istanbul, Istanbul, Turkey",1
38777,Industrial Automation,Turkey,0
5218,Staffing and Recruiting,"Istanbul, Turkey",0
27804,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
21674,Computer & Network Security,"Ankara, Turkey",1
56528,Computer Software,"Ankara, Turkey",1
53123,Insurance,"Istanbul, Istanbul, Turkey",0
5911,Telecommunications,"Istanbul, Turkey",1
29271,Internet,"Istanbul, Istanbul, Turkey",0
19031,Program Development,"Edirne, Edirne, Turkey",0
8107,Defense & Space,"Cankaya, Ankara, Turkey",1
31189,Defense & Space,"Istanbul, Istanbul, Turkey",0
61993,Telecommunications,"Istanbul, Turkey",0
44800,Information Technology and Services,Turkey,0
9542,Higher Education,"Antalya, Antalya, Turkey",0
3428,Computer Software,"Ankara, Ankara, Turkey",0
10946,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
19493,Computer Software,"Istanbul, Istanbul, Turkey",0
5314,Computer Software,"Kütahya, Turkey",0
26689,Computer Software,"Istanbul, Turkey",1
49436,Information Technology and Services,"Istanbul, Turkey",0
10069,Renewables & Environment,"Ankara, Ankara, Turkey",1
61001,Mining & Metals,Turkey,0
18182,Electrical/Electronic Manufacturing,"Istanbul, Turkey",0
46384,Computer Software,Turkey,1
64997,Telecommunications,"Istanbul, Turkey",1
50052,Computer Software,"Istanbul, Istanbul, Turkey",1
32500,Design,"Antalya, Turkey",0
18432,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
40800,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
19888,Automotive,"Bakirkoy, Istanbul, Turkey",0
14012,Internet,"Istanbul, Istanbul, Turkey",0
18357,Computer Software,"Istanbul, Istanbul, Turkey",1
21036,Computer Software,"Istanbul, Istanbul, Turkey",0
26947,Computer Software,"Istanbul, Istanbul, Turkey",1
59727,Computer Software,"Ankara, Turkey",0
34213,Computer Software,"Istanbul, Istanbul, Turkey",0
16484,Computer Software,"Istanbul, Turkey",0
63545,Logistics and Supply Chain,"Istanbul, Istanbul, Turkey",0
52134,Information Technology and Services,Turkey,0
25,Information Technology and Services,"Istanbul, Turkey",0
53351,Banking,"Istanbul, Istanbul, Turkey",1
42502,Computer Software,"Istanbul, Istanbul, Turkey",0
17520,Computer Software,"Istanbul, Turkey",1
40808,Entertainment,"Bostancı, Istanbul, Turkey",0
63899,Computer & Network Security,"Istanbul, Istanbul, Turkey",1
25176,Computer Software,Turkey,0
33108,Information Technology and Services,"Ankara, Turkey",1
50688,Computer Software,"Antalya, Turkey",0
34866,Computer Software,"Istanbul, Istanbul, Turkey",0
12291,Computer Software,"Ankara, Ankara, Turkey",0
3871,Computer Software,"Istanbul, Istanbul, Turkey",1
35282,Defense & Space,"Istanbul, Turkey",1
7468,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
63172,Computer Software,Turkey,0
10624,Computer Software,"Istanbul, Istanbul, Turkey",1
37483,Information Technology and Services,Turkey,1
61931,Automotive,"Gaziemir, İzmir, Turkey",1
40509,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
2608,Banking,"Istanbul, Turkey",0
8031,Computer Software,Turkey,0
61288,Defense & Space,Turkey,0
33387,Computer Software,"Istanbul, Istanbul, Turkey",0
17706,Recreational Facilities and Services,"Istanbul, Istanbul, Turkey",0
48109,Information Technology and Services,"Istanbul, Turkey",1
15889,Logistics and Supply Chain,"İzmir, İzmir, Turkey",0
39259,Computer Software,"Basaksehir, Istanbul, Turkey",1
12580,Computer Software,"Istanbul, Turkey",1
8182,Higher Education,"Urla, İzmir, Turkey",1
57455,"Health, Wellness and Fitness","Ankara, Ankara, Turkey",0
35673,Nonprofit Organization Management,Turkey,0
59225,Automotive,"Pendik, Istanbul, Turkey",0
3086,Computer Software,Turkey,0
44803,Information Technology and Services,"Sariyer, Istanbul, Turkey",0
3402,Computer Software,"Ankara, Turkey",0
16475,Computer Software,"Istanbul, Istanbul, Turkey",1
60927,Computer Software,"Ankara, Ankara, Turkey",1
14284,Food & Beverages,"Istanbul, Istanbul, Turkey",0
32103,Computer Software,"Istanbul, Turkey",0
59882,Medical Devices,"Ankara, Turkey",0
3125,Computer Games,"Ankara, Ankara, Turkey",0
12770,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
6331,Computer Software,"Istanbul, Istanbul, Turkey",1
15453,Computer Software,"Istanbul, Turkey",1
13161,Higher Education,Turkey,0
14387,Information Technology and Services,"Istanbul, Turkey",1
16237,Medical Devices,"Istanbul, Istanbul, Turkey",0
33865,Computer Software,"Bayrampasa, Istanbul, Turkey",0
44286,Computer Software,"İzmir, Turkey",0
47200,Computer Software,"Istanbul, Istanbul, Turkey",1
19754,Information Technology and Services,"Istanbul, Turkey",0
5944,Electrical/Electronic Manufacturing,"Pendik, Istanbul, Turkey",0
28324,Computer Software,"Istanbul, Istanbul, Turkey",0
8363,E-Learning,"Ankara, Turkey",0
6055,Computer Software,"Istanbul, Istanbul, Turkey",0
60909,Computer Software,"Ankara, Ankara, Turkey",0
50346,Computer Software,"Istanbul, Turkey",1
723,Banking,"Istanbul, Turkey",1
62044,Computer Software,"Istanbul, Turkey",0
30833,Machinery,"Çorlu, Tekirdağ, Turkey",1
51509,Consumer Goods,"Istanbul, Turkey",0
22578,Defense & Space,"Ankara, Turkey",1
20965,Higher Education,"Bakirkoy, Istanbul, Turkey",0
46270,Computer Software,"İzmir, Turkey",0
29144,Computer Software,Turkey,1
64727,Management Consulting,"Istanbul, Istanbul, Turkey",0
33822,Computer Software,"Istanbul, Istanbul, Turkey",0
39730,Information Technology and Services,Turkey,0
37726,Defense & Space,Turkey,0
28437,Information Technology and Services,"Istanbul, Turkey",0
55563,Information Technology and Services,"Ankara, Turkey",1
48820,Insurance,"Istanbul, Istanbul, Turkey",0
37402,Computer Software,"Umraniye, Istanbul, Turkey",1
45054,Food Production,"Eskişehir, Turkey",1
39061,Information Technology and Services,"Muğla, Turkey",1
50596,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
37450,Information Technology and Services,"Istanbul, Turkey",1
5047,Information Technology and Services,Turkey,1
25196,Computer Software,Turkey,1
54381,Computer Software,Turkey,1
36968,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
6644,Computer Software,Turkey,0
56564,Information Technology and Services,"Ankara, Ankara, Turkey",0
36859,Information Technology and Services,"Istanbul, Turkey",0
23201,Information Technology and Services,"Istanbul, Turkey",0
55353,Utilities,"Selcuklu, Konya, Turkey",0
25329,Computer Software,Turkey,0
28417,Telecommunications,Turkey,0
32906,Internet,"İzmir, Turkey",0
31033,Automotive,"Istanbul, Istanbul, Turkey",0
39149,Computer Software,"Sakarya, Turkey",0
11499,Telecommunications,"Istanbul, Istanbul, Turkey",0
6090,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
16034,Defense & Space,"Ankara, Ankara, Turkey",1
32221,Chemicals,Turkey,0
13449,Computer Software,"Ankara, Ankara, Turkey",0
63804,Computer Software,"Istanbul, Turkey",0
60499,Information Technology and Services,"Istanbul, Turkey",1
62727,Higher Education,"Istanbul, Istanbul, Turkey",0
38026,Information Technology and Services,"Kucukcekmece, Istanbul, Turkey",1
30429,Telecommunications,Turkey,0
43254,Information Technology and Services,Turkey,1
21723,Information Technology and Services,"Istanbul, Turkey",0
57427,Computer Software,Turkey,0
49679,Management Consulting,"Istanbul, Istanbul, Turkey",0
32325,Computer & Network Security,"Kagithane, Istanbul, Turkey",0
20837,Telecommunications,Turkey,0
19776,Computer Software,"Istanbul, Turkey",0
47978,Automotive,"Altindag, Ankara, Turkey",0
13439,Automotive,Turkey,0
11525,Information Technology and Services,Turkey,1
6782,Computer Software,"Antalya, Turkey",1
25862,Banking,Turkey,0
13250,Defense & Space,"Ankara, Turkey",0
31422,Telecommunications,"Istanbul, Turkey",1
55985,Information Technology and Services,"Konya, Turkey",0
7823,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
21099,Computer Software,"Istanbul, Istanbul, Turkey",1
52449,Information Technology and Services,"Istanbul, Turkey",1
43515,Information Technology and Services,"İzmir, Turkey",1
19147,Information Technology and Services,Turkey,1
27528,Computer Software,"Istanbul, Turkey",0
25240,Telecommunications,"Istanbul, Istanbul, Turkey",0
58435,Computer Software,"Ankara, Turkey",1
54002,Telecommunications,"Istanbul, Istanbul, Turkey",0
24050,Financial Services,"İzmir, İzmir, Turkey",0
14792,Computer Software,"Istanbul, Istanbul, Turkey",0
55417,Computer Software,"Konya, Turkey",1
6910,Entertainment,"Istanbul, Istanbul, Turkey",0
43603,Computer Software,"Istanbul, Turkey",0
51020,,Turkey,0
62058,Information Technology and Services,"Istanbul, Turkey",0
23492,Mobile Games,"Ankara, Turkey",0
21479,Telecommunications,"Istanbul, Turkey",0
33054,Information Technology and Services,"Kocaeli, Turkey",0
36512,Computer Software,"Istanbul, Istanbul, Turkey",1
56228,Internet,"Istanbul, Istanbul, Turkey",1
58103,Computer Software,Turkey,0
6816,Graphic Design,"Istanbul, Istanbul, Turkey",1
3429,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
16087,Information Technology and Services,"Istanbul, Turkey",1
267,Computer Software,"İzmir, Turkey",0
65459,Computer Software,Turkey,1
823,Industrial Automation,"Istanbul, Istanbul, Turkey",1
47806,Telecommunications,"Istanbul, Turkey",0
46564,Writing and Editing,"Antalya, Turkey",1
44470,Computer Software,"Istanbul, Turkey",0
