user_id,language,proficiency
410,diğer almanca,professional_working limited_working
416,türkçe diğer,native_or_bilingual native_or_bilingual
418,diğer almanca,native_or_bilingual native_or_bilingual
419,ingilizce türkçe,full_professional native_or_bilingual
420,diğer,limited_working
421,ingilizce,professional_working
426,diğer türkçe,limited_working native_or_bilingual
429,diğer,limited_working
431,türkçe ingilizce diğer,native_or_bilingual elementary native_or_bilingual
432,diğer almanca,native_or_bilingual native_or_bilingual
433,diğer türkçe,elementary native_or_bilingual
435,diğer,native_or_bilingual
436,türkçe diğer japonca,native_or_bilingual native_or_bilingual native_or_bilingual
437,diğer,professional_working
440,diğer,professional_working
441,türkçe diğer,native_or_bilingual native_or_bilingual
442,türkçe diğer,native_or_bilingual professional_working
443,arapça ingilizce,native_or_bilingual native_or_bilingual
448,ingilizce,professional_working
449,türkçe diğer,native_or_bilingual professional_working
450,diğer,limited_working
451,diğer türkçe,limited_working native_or_bilingual
454,türkçe diğer,native_or_bilingual limited_working
460,türkçe diğer diğer,native_or_bilingual professional_working elementary
461,rusça diğer türkçe almanca,professional_working professional_working native_or_bilingual limited_working
462,diğer almanca,professional_working limited_working
463,diğer almanca,native_or_bilingual native_or_bilingual
465,diğer,professional_working
466,diğer türkçe,elementary native_or_bilingual
468,diğer türkçe,elementary native_or_bilingual
470,diğer türkçe,limited_working native_or_bilingual
471,türkçe diğer,native_or_bilingual native_or_bilingual
473,türkçe diğer,native_or_bilingual limited_working
475,türkçe diğer,native_or_bilingual professional_working
476,rusça diğer türkçe almanca,professional_working professional_working native_or_bilingual limited_working
477,türkçe diğer diğer,native_or_bilingual professional_working elementary
478,diğer almanca,native_or_bilingual native_or_bilingual
479,türkçe diğer diğer,native_or_bilingual native_or_bilingual elementary
481,türkçe ingilizce,native_or_bilingual limited_working
483,türkçe diğer,native_or_bilingual limited_working
484,diğer almanca,native_or_bilingual native_or_bilingual
486,diğer,professional_working
487,rusça diğer türkçe almanca,professional_working professional_working native_or_bilingual limited_working
490,diğer,native_or_bilingual
491,diğer,limited_working
492,diğer almanca,professional_working limited_working
493,arapça ingilizce türkçe,native_or_bilingual limited_working full_professional
499,türkçe diğer,native_or_bilingual professional_working
502,türkçe diğer,native_or_bilingual professional_working
503,diğer,native_or_bilingual
504,türkçe diğer,native_or_bilingual limited_working
506,ingilizce türkçe almanca,full_professional full_professional full_professional
508,diğer almanca,professional_working elementary
509,diğer,professional_working
510,türkçe diğer,native_or_bilingual native_or_bilingual
511,diğer,limited_working
512,türkçe diğer,native_or_bilingual limited_working
517,türkçe diğer,native_or_bilingual professional_working
518,türkçe arapça diğer,native_or_bilingual limited_working professional_working
519,diğer,limited_working
520,diğer almanca türkçe,professional_working elementary native_or_bilingual
521,diğer,professional_working
522,türkçe diğer,native_or_bilingual limited_working
525,diğer,limited_working
526,diğer,limited_working
530,türkçe diğer,native_or_bilingual professional_working
531,diğer türkçe,professional_working native_or_bilingual
533,ingilizce türkçe,professional_working native_or_bilingual
534,ingilizce türkçe,professional_working native_or_bilingual
540,diğer,professional_working
541,türkçe diğer,native_or_bilingual native_or_bilingual
542,diğer,professional_working
545,türkçe diğer,native_or_bilingual limited_working
548,diğer,limited_working
552,ingilizce,native_or_bilingual
553,diğer,professional_working
554,türkçe ingilizce almanca,native_or_bilingual professional_working limited_working
555,türkçe diğer,native_or_bilingual native_or_bilingual
556,diğer rusça,professional_working elementary
557,türkçe diğer,native_or_bilingual professional_working
558,türkçe diğer,native_or_bilingual limited_working
562,diğer,limited_working
564,diğer,native_or_bilingual
566,diğer türkçe,professional_working native_or_bilingual
567,diğer,professional_working
569,diğer,native_or_bilingual
571,ingilizce,professional_working
575,türkçe diğer,native_or_bilingual native_or_bilingual
576,diğer türkçe,limited_working native_or_bilingual
587,ingilizce diğer türkçe almanca,professional_working native_or_bilingual native_or_bilingual native_or_bilingual
590,türkçe ingilizce,native_or_bilingual limited_working
594,diğer türkçe,limited_working native_or_bilingual
597,diğer,limited_working
599,türkçe ingilizce,native_or_bilingual limited_working
600,türkçe diğer,native_or_bilingual limited_working
601,diğer,professional_working
602,ingilizce türkçe,professional_working native_or_bilingual
604,türkçe diğer,native_or_bilingual professional_working
606,diğer,full_professional
607,diğer,professional_working
610,diğer türkçe,limited_working native_or_bilingual
611,ingilizce türkçe,professional_working native_or_bilingual
613,diğer,limited_working
616,türkçe diğer,native_or_bilingual limited_working
624,türkçe diğer,native_or_bilingual limited_working
627,türkçe diğer,native_or_bilingual limited_working
632,türkçe,native_or_bilingual
636,arapça ingilizce türkçe,native_or_bilingual limited_working full_professional
637,diğer türkçe,professional_working native_or_bilingual
641,diğer,professional_working
644,diğer,full_professional
648,türkçe diğer,native_or_bilingual limited_working
650,diğer,full_professional
652,diğer almanca,professional_working limited_working
654,diğer,professional_working
656,diğer,limited_working
657,diğer almanca,native_or_bilingual native_or_bilingual
660,diğer türkçe,professional_working native_or_bilingual
663,türkçe diğer,native_or_bilingual limited_working
664,diğer türkçe almanca,limited_working native_or_bilingual elementary
665,ingilizce,professional_working
667,türkçe diğer,native_or_bilingual professional_working
668,diğer,professional_working
669,türkçe diğer,native_or_bilingual native_or_bilingual
671,türkçe diğer,native_or_bilingual limited_working
673,ingilizce türkçe,professional_working native_or_bilingual
676,diğer türkçe,professional_working professional_working
677,diğer,native_or_bilingual
679,türkçe diğer,native_or_bilingual professional_working
680,diğer almanca,professional_working limited_working
683,diğer almanca,native_or_bilingual native_or_bilingual
687,türkçe diğer,native_or_bilingual elementary
690,türkçe ingilizce,native_or_bilingual full_professional
692,diğer almanca,native_or_bilingual native_or_bilingual
696,diğer almanca,native_or_bilingual native_or_bilingual
697,ingilizce türkçe,professional_working native_or_bilingual
699,diğer türkçe,elementary native_or_bilingual
700,ingilizce türkçe,professional_working native_or_bilingual
702,türkçe diğer,native_or_bilingual native_or_bilingual
704,ingilizce diğer diğer türkçe,professional_working elementary elementary native_or_bilingual
706,diğer,native_or_bilingual
708,diğer,limited_working
709,diğer türkçe,limited_working native_or_bilingual
711,diğer,full_professional
715,türkçe ingilizce,native_or_bilingual elementary
716,türkçe diğer,native_or_bilingual native_or_bilingual
721,türkçe diğer,native_or_bilingual limited_working
724,arapça ingilizce türkçe,native_or_bilingual professional_working professional_working
728,diğer türkçe diğer,native_or_bilingual native_or_bilingual limited_working
729,diğer türkçe,limited_working native_or_bilingual
731,diğer,professional_working
733,arapça ingilizce türkçe,native_or_bilingual limited_working limited_working
734,diğer rusça ingilizce türkçe,elementary limited_working full_professional native_or_bilingual
735,türkçe diğer,native_or_bilingual native_or_bilingual
736,diğer türkçe diğer,professional_working full_professional elementary
739,ingilizce almanca türkçe,professional_working limited_working native_or_bilingual
741,türkçe diğer,native_or_bilingual professional_working
743,diğer türkçe,limited_working full_professional
744,diğer,native_or_bilingual
748,ingilizce,professional_working
749,diğer,professional_working
754,ingilizce,professional_working
757,diğer türkçe,limited_working native_or_bilingual
758,diğer türkçe,limited_working native_or_bilingual
763,diğer,elementary
767,diğer,limited_working
768,türkçe diğer,native_or_bilingual professional_working
769,diğer,limited_working
773,diğer,professional_working
774,diğer,professional_working
775,türkçe ingilizce diğer,native_or_bilingual professional_working native_or_bilingual
779,türkçe diğer,native_or_bilingual native_or_bilingual
783,diğer türkçe,elementary native_or_bilingual
784,diğer,native_or_bilingual
785,diğer diğer türkçe,full_professional elementary native_or_bilingual
786,ingilizce,native_or_bilingual
791,diğer almanca,native_or_bilingual native_or_bilingual
793,ingilizce türkçe,professional_working native_or_bilingual
798,türkçe,native_or_bilingual
800,diğer,professional_working
801,ingilizce türkçe,professional_working native_or_bilingual
802,türkçe diğer,native_or_bilingual professional_working
803,diğer diğer türkçe,elementary professional_working native_or_bilingual
805,diğer,professional_working
806,diğer,professional_working
807,türkçe diğer,native_or_bilingual professional_working
808,diğer,professional_working
809,diğer türkçe,limited_working native_or_bilingual
811,ingilizce,professional_working
812,diğer,native_or_bilingual
813,ingilizce türkçe,full_professional native_or_bilingual
814,diğer,limited_working
815,ingilizce,native_or_bilingual
817,diğer türkçe,elementary native_or_bilingual
818,diğer diğer türkçe,full_professional elementary native_or_bilingual
820,diğer,limited_working
821,diğer almanca,native_or_bilingual native_or_bilingual
822,türkçe diğer,native_or_bilingual limited_working
825,diğer türkçe,elementary native_or_bilingual
828,diğer diğer türkçe,full_professional elementary native_or_bilingual
830,diğer almanca,native_or_bilingual native_or_bilingual
832,türkçe diğer diğer,native_or_bilingual native_or_bilingual elementary
833,diğer almanca,native_or_bilingual native_or_bilingual
834,diğer,limited_working
837,diğer almanca,professional_working limited_working
838,türkçe ingilizce almanca,native_or_bilingual full_professional limited_working
840,türkçe diğer,native_or_bilingual professional_working
847,diğer diğer,professional_working elementary
848,diğer,limited_working
849,türkçe ingilizce,native_or_bilingual professional_working
851,almanca,elementary
853,türkçe diğer,native_or_bilingual native_or_bilingual
858,türkçe rusça ingilizce,native_or_bilingual elementary professional_working
860,türkçe diğer,native_or_bilingual professional_working
862,diğer,native_or_bilingual
864,diğer,native_or_bilingual
865,diğer diğer,professional_working elementary
866,türkçe diğer,native_or_bilingual native_or_bilingual
867,diğer,professional_working
868,diğer,limited_working
873,türkçe diğer,native_or_bilingual limited_working
878,türkçe diğer,native_or_bilingual professional_working
882,diğer,native_or_bilingual
886,diğer,professional_working
891,diğer almanca,professional_working limited_working
893,diğer,limited_working
898,türkçe diğer,native_or_bilingual limited_working
900,türkçe diğer,native_or_bilingual native_or_bilingual
901,diğer,professional_working
902,diğer türkçe,professional_working native_or_bilingual
903,türkçe diğer ingilizce,native_or_bilingual native_or_bilingual professional_working
904,diğer,full_professional
906,türkçe ingilizce,native_or_bilingual professional_working
908,diğer almanca,limited_working elementary
909,türkçe diğer,native_or_bilingual limited_working
912,türkçe diğer,native_or_bilingual professional_working
913,diğer almanca,professional_working limited_working
915,türkçe diğer,native_or_bilingual full_professional
916,türkçe diğer,native_or_bilingual limited_working
918,türkçe diğer,native_or_bilingual limited_working
921,diğer almanca,professional_working limited_working
923,ingilizce,full_professional
925,diğer,limited_working
926,diğer,native_or_bilingual
929,diğer diğer almanca,full_professional native_or_bilingual elementary
931,diğer,limited_working
932,ingilizce türkçe,native_or_bilingual native_or_bilingual
933,türkçe arapça diğer,native_or_bilingual native_or_bilingual professional_working
934,ingilizce,limited_working
935,diğer,limited_working
936,türkçe diğer,native_or_bilingual native_or_bilingual
939,türkçe ingilizce,native_or_bilingual professional_working
941,türkçe diğer,native_or_bilingual professional_working
942,diğer,professional_working
943,diğer,limited_working
944,diğer,native_or_bilingual
945,türkçe diğer,native_or_bilingual professional_working
946,ingilizce,professional_working
947,diğer diğer,professional_working full_professional
949,diğer,full_professional
950,diğer,limited_working
952,diğer,limited_working
954,diğer türkçe,limited_working native_or_bilingual
957,diğer türkçe,full_professional native_or_bilingual
958,diğer,professional_working
965,türkçe diğer,native_or_bilingual limited_working
967,diğer türkçe,full_professional native_or_bilingual
968,diğer türkçe,limited_working native_or_bilingual
970,diğer,limited_working
973,diğer türkçe,native_or_bilingual native_or_bilingual
974,türkçe diğer,native_or_bilingual native_or_bilingual
975,türkçe diğer,native_or_bilingual native_or_bilingual
979,türkçe diğer,native_or_bilingual limited_working
981,türkçe diğer,native_or_bilingual native_or_bilingual
984,türkçe diğer,native_or_bilingual limited_working
985,ingilizce,full_professional
988,ingilizce,limited_working
989,diğer,native_or_bilingual
990,türkçe diğer,native_or_bilingual limited_working
991,diğer,professional_working
992,diğer,limited_working
993,türkçe diğer,native_or_bilingual limited_working
995,diğer,native_or_bilingual
996,diğer,professional_working
999,diğer almanca türkçe,professional_working elementary native_or_bilingual
1000,diğer türkçe,professional_working native_or_bilingual
1002,türkçe diğer,native_or_bilingual native_or_bilingual
1008,türkçe diğer,native_or_bilingual limited_working
1009,diğer,limited_working
1012,türkçe diğer,native_or_bilingual limited_working
1013,ingilizce,limited_working
1014,türkçe diğer,native_or_bilingual professional_working
1015,türkçe diğer almanca,native_or_bilingual full_professional elementary
1017,diğer,limited_working
1019,türkçe ingilizce,native_or_bilingual professional_working
1020,türkçe diğer,native_or_bilingual limited_working
1021,diğer,limited_working
1022,diğer,professional_working
1024,diğer,professional_working
1025,türkçe diğer,native_or_bilingual limited_working
1026,türkçe diğer,native_or_bilingual limited_working
1029,diğer,limited_working
1037,diğer,limited_working
1038,diğer türkçe,full_professional native_or_bilingual
1039,türkçe diğer,native_or_bilingual native_or_bilingual
1040,ingilizce türkçe,professional_working native_or_bilingual
1042,diğer türkçe almanca,limited_working native_or_bilingual elementary
1047,diğer türkçe,professional_working native_or_bilingual
1050,diğer,limited_working
1052,türkçe diğer,native_or_bilingual full_professional
1056,türkçe diğer,native_or_bilingual native_or_bilingual
1057,ingilizce,limited_working
1058,türkçe diğer,native_or_bilingual professional_working
1065,türkçe diğer,native_or_bilingual native_or_bilingual
1066,diğer,limited_working
1068,diğer türkçe,professional_working native_or_bilingual
1070,türkçe diğer,native_or_bilingual limited_working
1071,diğer,limited_working
1072,diğer türkçe,professional_working native_or_bilingual
1073,diğer türkçe,native_or_bilingual native_or_bilingual
1074,diğer,elementary
1076,diğer,professional_working
1079,türkçe diğer,native_or_bilingual native_or_bilingual
1080,türkçe diğer,native_or_bilingual limited_working
1081,diğer,native_or_bilingual
1083,türkçe ingilizce,native_or_bilingual full_professional
1085,türkçe diğer,native_or_bilingual native_or_bilingual
1087,diğer türkçe,professional_working native_or_bilingual
1090,türkçe diğer,native_or_bilingual limited_working
1092,ingilizce,limited_working
1095,diğer,native_or_bilingual
1100,diğer,native_or_bilingual
1103,diğer,limited_working
1104,diğer,professional_working
1105,diğer,professional_working
1106,ingilizce türkçe,professional_working native_or_bilingual
1111,diğer,limited_working
1112,diğer almanca,professional_working limited_working
1114,diğer,native_or_bilingual
1120,türkçe diğer,native_or_bilingual professional_working
1125,diğer türkçe,limited_working native_or_bilingual
1127,ingilizce ispanyolca,full_professional native_or_bilingual
1128,diğer,professional_working
1129,türkçe ingilizce,native_or_bilingual professional_working
1130,türkçe diğer,native_or_bilingual full_professional
1131,diğer,limited_working
1133,ingilizce türkçe,professional_working native_or_bilingual
1135,diğer türkçe,professional_working native_or_bilingual
1136,türkçe diğer,native_or_bilingual professional_working
1137,diğer,professional_working
1138,türkçe diğer,native_or_bilingual native_or_bilingual
1140,ingilizce,full_professional
1142,türkçe diğer,native_or_bilingual limited_working
1143,diğer,limited_working
1144,ingilizce,professional_working
1146,türkçe diğer,native_or_bilingual native_or_bilingual
1150,ingilizce,native_or_bilingual
1152,diğer türkçe,professional_working native_or_bilingual
1156,türkçe ingilizce,native_or_bilingual professional_working
1157,türkçe diğer,native_or_bilingual limited_working
1158,türkçe diğer,full_professional professional_working
1159,türkçe diğer,native_or_bilingual limited_working
1160,diğer,native_or_bilingual
1161,ingilizce,native_or_bilingual
1162,türkçe diğer,native_or_bilingual limited_working
1165,türkçe diğer ingilizce,native_or_bilingual native_or_bilingual professional_working
1167,ingilizce,native_or_bilingual
1168,ingilizce,native_or_bilingual
1170,ingilizce türkçe,native_or_bilingual native_or_bilingual
1173,türkçe diğer,native_or_bilingual native_or_bilingual
1174,türkçe ingilizce,native_or_bilingual native_or_bilingual
1178,diğer,limited_working
1179,diğer almanca,professional_working limited_working
1180,türkçe diğer,native_or_bilingual limited_working
1186,türkçe diğer,native_or_bilingual professional_working
1187,türkçe diğer ingilizce,native_or_bilingual native_or_bilingual professional_working
1188,türkçe diğer ingilizce,native_or_bilingual native_or_bilingual professional_working
1190,diğer,full_professional
1192,türkçe diğer,native_or_bilingual limited_working
1194,türkçe ingilizce,native_or_bilingual professional_working
1195,ingilizce,professional_working
1196,diğer,limited_working
1197,diğer,native_or_bilingual
1201,diğer türkçe almanca,limited_working native_or_bilingual elementary
1202,türkçe japonca almanca diğer,native_or_bilingual elementary elementary professional_working
1203,diğer türkçe,limited_working native_or_bilingual
1204,diğer,full_professional
1205,ingilizce,professional_working
1207,diğer,limited_working
1208,türkçe diğer,native_or_bilingual native_or_bilingual
1210,ingilizce türkçe,professional_working native_or_bilingual
1211,ingilizce,professional_working
1212,diğer,professional_working
1214,diğer,professional_working
1215,diğer,professional_working
1216,ingilizce türkçe,native_or_bilingual native_or_bilingual
1219,türkçe diğer,native_or_bilingual native_or_bilingual
1221,ingilizce türkçe,native_or_bilingual native_or_bilingual
1224,türkçe diğer,native_or_bilingual professional_working
1226,ingilizce,full_professional
1228,ingilizce türkçe,professional_working native_or_bilingual
1229,diğer,professional_working
1230,ingilizce,native_or_bilingual
1231,türkçe diğer,native_or_bilingual native_or_bilingual
1232,diğer,limited_working
1233,diğer,limited_working
1234,diğer,native_or_bilingual
1237,diğer,professional_working
1238,diğer,native_or_bilingual
1240,ingilizce,professional_working
1243,ingilizce türkçe,professional_working native_or_bilingual
1247,türkçe ingilizce,native_or_bilingual professional_working
1248,türkçe diğer,native_or_bilingual professional_working
1250,diğer diğer türkçe,professional_working elementary native_or_bilingual
1252,türkçe ingilizce,native_or_bilingual professional_working
1255,diğer,professional_working
1256,ingilizce,professional_working
1258,ingilizce türkçe,professional_working native_or_bilingual
1259,diğer arapça,limited_working elementary
1260,diğer,professional_working
1261,ingilizce diğer ispanyolca türkçe,professional_working elementary elementary native_or_bilingual
1263,ingilizce türkçe,full_professional native_or_bilingual
1266,türkçe ingilizce,native_or_bilingual native_or_bilingual
1267,diğer,professional_working
1268,türkçe diğer,native_or_bilingual full_professional
1269,türkçe diğer,native_or_bilingual professional_working
1270,diğer,professional_working
1271,diğer,limited_working
1272,türkçe diğer,native_or_bilingual native_or_bilingual
1275,türkçe diğer,native_or_bilingual native_or_bilingual
1276,türkçe ingilizce,native_or_bilingual full_professional
1278,türkçe diğer,native_or_bilingual professional_working
1280,türkçe diğer,native_or_bilingual professional_working
1283,diğer,professional_working
1287,diğer türkçe ingilizce,full_professional native_or_bilingual professional_working
1288,türkçe diğer,native_or_bilingual limited_working
1290,türkçe diğer,native_or_bilingual limited_working
1291,diğer almanca türkçe,professional_working elementary native_or_bilingual
1294,ingilizce,native_or_bilingual
1296,türkçe diğer,native_or_bilingual limited_working
1298,arapça ingilizce diğer türkçe,elementary limited_working elementary native_or_bilingual
1300,diğer,professional_working
1301,türkçe ingilizce,native_or_bilingual professional_working
1302,diğer almanca,limited_working elementary
1304,türkçe diğer,native_or_bilingual professional_working
1307,ingilizce almanca,professional_working limited_working
1310,türkçe diğer,native_or_bilingual limited_working
1311,türkçe diğer,native_or_bilingual professional_working
1313,türkçe diğer,native_or_bilingual professional_working
1315,türkçe diğer arapça,native_or_bilingual limited_working elementary
1316,ingilizce,native_or_bilingual
1317,türkçe diğer,native_or_bilingual limited_working
1318,türkçe diğer,native_or_bilingual limited_working
1319,diğer,professional_working
1320,diğer,professional_working
1326,diğer,native_or_bilingual
1330,diğer,professional_working
1331,türkçe diğer,native_or_bilingual professional_working
1334,diğer,limited_working
1340,diğer,limited_working
1341,ingilizce,limited_working
1343,türkçe diğer arapça,native_or_bilingual limited_working native_or_bilingual
1349,diğer,professional_working
1351,türkçe diğer,native_or_bilingual native_or_bilingual
1356,ingilizce türkçe,professional_working native_or_bilingual
1357,diğer almanca,native_or_bilingual native_or_bilingual
1359,türkçe diğer,native_or_bilingual limited_working
1362,diğer türkçe,professional_working native_or_bilingual
1365,ingilizce,native_or_bilingual
1367,diğer türkçe,professional_working native_or_bilingual
1368,diğer almanca,professional_working elementary
1369,diğer,professional_working
1370,türkçe ingilizce,native_or_bilingual professional_working
1371,diğer,full_professional
1372,türkçe diğer,native_or_bilingual native_or_bilingual
1373,diğer türkçe,limited_working native_or_bilingual
1374,diğer,professional_working
1377,türkçe diğer,native_or_bilingual professional_working
1380,türkçe diğer,native_or_bilingual limited_working
1381,türkçe ingilizce,native_or_bilingual professional_working
1383,türkçe diğer,native_or_bilingual limited_working
1385,türkçe diğer,native_or_bilingual limited_working
1386,diğer,professional_working
1387,ingilizce türkçe,full_professional native_or_bilingual
1389,ingilizce,professional_working
1393,türkçe diğer,native_or_bilingual limited_working
1394,türkçe diğer,native_or_bilingual limited_working
1396,diğer almanca,native_or_bilingual native_or_bilingual
1397,türkçe diğer,native_or_bilingual limited_working
1404,ingilizce,professional_working
1408,diğer almanca,native_or_bilingual native_or_bilingual
1411,diğer almanca,native_or_bilingual native_or_bilingual
1412,türkçe diğer,native_or_bilingual limited_working
1413,türkçe diğer,native_or_bilingual limited_working
1414,türkçe diğer,native_or_bilingual limited_working
1415,diğer,native_or_bilingual
1416,fransızca ingilizce türkçe ispanyolca diğer,native_or_bilingual native_or_bilingual full_professional limited_working elementary
1418,türkçe ingilizce,native_or_bilingual professional_working
1419,diğer,full_professional
1420,ingilizce,full_professional
1421,türkçe diğer,native_or_bilingual professional_working
1422,diğer,full_professional
1423,türkçe diğer,native_or_bilingual professional_working
1424,türkçe ingilizce,native_or_bilingual professional_working
1425,diğer,full_professional
1426,diğer,native_or_bilingual
1428,türkçe diğer,native_or_bilingual limited_working
1429,diğer türkçe,full_professional native_or_bilingual
1430,türkçe ingilizce almanca,native_or_bilingual full_professional elementary
1431,diğer türkçe,professional_working native_or_bilingual
1432,türkçe diğer,native_or_bilingual professional_working
1436,ingilizce türkçe,professional_working native_or_bilingual
1437,türkçe diğer,native_or_bilingual professional_working
1439,diğer türkçe,professional_working native_or_bilingual
1444,ingilizce türkçe,full_professional native_or_bilingual
1445,diğer,elementary
