user_id,almanca,arapça,azerice,diğer,fransızca,ingilizce,ispanyolca,italyanca,japonca,rusça,türkçe,elementary,full_professional,limited_working,native_or_bilingual,professional_working,language_count
226,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
227,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
228,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,3
233,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
236,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
238,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,3
243,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,4
244,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
248,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
249,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
251,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2
255,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
256,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2
260,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
268,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3
276,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
277,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2
278,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2
281,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
282,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,3
286,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
292,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
304,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
305,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3
307,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
310,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
311,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
314,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3
320,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
321,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
322,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
327,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
334,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
337,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
338,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
341,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
345,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
346,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
347,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,3
351,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
353,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
356,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
358,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
361,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
364,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
372,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
373,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
378,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
381,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
383,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
388,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
390,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
398,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,3
404,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
406,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
409,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
410,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
416,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
418,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
419,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2
420,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
426,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
429,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
431,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,3
432,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
433,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
435,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
436,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3
437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
441,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
442,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
443,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
449,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
450,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
451,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
454,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
460,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3
461,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,4
462,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
463,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
466,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
468,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
470,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
471,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
473,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
475,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
476,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,4
477,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3
478,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
479,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,3
481,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2
483,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
484,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
487,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,4
490,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
491,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
492,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
493,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,3
499,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
502,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
503,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
504,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
506,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3
508,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
510,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
511,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
512,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
517,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
518,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3
519,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
520,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3
521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
522,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
525,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
526,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
530,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
531,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
533,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
534,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
541,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
545,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
548,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
552,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
554,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3
555,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
556,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2
557,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
558,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
562,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
564,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
566,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
569,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
575,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
576,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
587,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,4
590,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2
594,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
597,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
599,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2
600,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
602,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
604,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
606,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
610,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
611,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
613,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
616,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
624,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
627,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
632,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
636,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,3
637,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
644,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
648,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
650,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
652,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
656,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
657,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
660,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
663,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
664,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,3
665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
669,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
671,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
673,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
676,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
677,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
679,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
680,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
683,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
687,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2
690,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2
692,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
696,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
697,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
699,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
700,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2
702,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
704,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,4
706,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
708,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
709,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
711,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
715,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2
716,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
721,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
724,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,3
728,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3
729,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
733,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3
734,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,4
735,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
736,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,3
739,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3
741,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
743,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2
744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
757,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
758,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
763,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
767,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
768,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
769,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
775,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,3
779,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
783,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
784,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
785,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3
786,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
791,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
793,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2
798,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
801,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
802,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
803,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3
805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
807,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
809,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
812,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
813,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2
814,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
815,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
817,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
818,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3
820,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
821,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
822,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
825,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2
828,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3
830,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
832,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,3
833,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
834,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
837,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
838,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,3
840,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
847,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
848,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
849,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
851,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
853,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
858,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,3
860,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
862,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
865,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2
866,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
868,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
873,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
878,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
882,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
886,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
891,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
893,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
898,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
900,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
902,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
903,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,3
904,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
906,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
908,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
909,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2
912,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
913,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
915,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2
