user_id,industry,location,moved_after_2019
62191,Automotive and Manufacturing,diğer,0
30675,Others,diğer,0
27219,Entertainment and Gaming,istanbul,1
57036,Logistics and Supply Chain,diğer,0
12830,Aerospace and Defense,diğer,1
35195,Information Technology,istanbul,0
31998,Automotive and Manufacturing,kayseri,0
55808,Information Technology,diğer,1
33248,Information Technology,tekirdağ,1
9439,Information Technology,istanbul,0
62492,Information Technology,istanbul,0
40951,Information Technology,istanbul,1
21426,Aerospace and Defense,diğer,0
62946,Financial Services,istanbul,0
45421,Information Technology,diğer,0
58584,Aerospace and Defense,ankara,0
49158,Marketing and Advertising,ankara,0
28905,Information Technology,istanbul,0
25268,Information Technology,diğer,0
50375,Financial Services,diğer,0
11961,Others,diğer,0
49471,Information Technology,ankara,1
37769,Aerospace and Defense,ankara,0
1953,Information Technology,istanbul,0
4310,Information Technology,samsun,1
55302,Information Technology,istanbul,1
43349,Financial Services,diğer,1
7212,Information Technology,istanbul,0
18952,Information Technology,istanbul,1
25788,Information Technology,istanbul,1
6727,Entertainment and Gaming,istanbul,0
922,Others,diğer,0
13001,Information Technology,diğer,0
3217,Information Technology,diğer,0
657,Others,ankara,1
28410,Others,istanbul,0
46382,Information Technology,diğer,0
59770,Information Technology,ankara,1
6137,Information Technology,istanbul,0
4241,Information Technology,ankara,1
48557,Aerospace and Defense,ankara,1
48511,Information Technology,ankara,0
17021,Information Technology,istanbul,0
31078,Others,istanbul,1
56713,Aerospace and Defense,ankara,0
21472,Information Technology,diğer,0
18806,Automotive and Manufacturing,istanbul,0
48227,Information Technology,ankara,0
36168,Aerospace and Defense,istanbul,1
2553,Information Technology,diğer,0
29114,Information Technology,diğer,0
20624,Information Technology,istanbul,0
60979,Aerospace and Defense,ankara,0
10041,Information Technology,istanbul,0
64044,Others,istanbul,0
12594,Information Technology,istanbul,0
34954,Information Technology,diğer,1
4702,Information Technology,istanbul,0
58465,Information Technology,diğer,1
28051,Information Technology,istanbul,0
23095,Information Technology,istanbul,1
34199,Information Technology,istanbul,0
50111,Information Technology,istanbul,0
29764,Information Technology,diğer,0
44396,Information Technology,istanbul,1
56334,Others,ankara,0
34490,Others,diğer,0
5804,Information Technology,istanbul,0
21212,Information Technology,istanbul,1
25757,Information Technology,istanbul,0
36497,Information Technology,istanbul,1
5809,Entertainment and Gaming,istanbul,0
48954,Information Technology,ankara,0
11121,Information Technology,istanbul,0
14767,Others,tekirdağ,0
18654,Information Technology,istanbul,1
21990,Financial Services,istanbul,0
52460,Information Technology,istanbul,0
26449,Information Technology,istanbul,0
12295,Information Technology,diğer,0
47662,Aerospace and Defense,ankara,1
53021,Information Technology,istanbul,1
343,Education,istanbul,1
17509,Information Technology,istanbul,0
38880,Information Technology,istanbul,0
41478,Automotive and Manufacturing,diğer,0
36921,Financial Services,diğer,1
45008,Aerospace and Defense,diğer,1
24071,Education,diğer,0
51410,Aerospace and Defense,diğer,0
30587,Information Technology,istanbul,1
56233,Information Technology,istanbul,1
54068,Automotive and Manufacturing,diğer,0
13998,Information Technology,istanbul,0
65226,Information Technology,istanbul,1
27040,Information Technology,istanbul,0
55266,Information Technology,diğer,0
65796,Others,istanbul,1
25844,Information Technology,istanbul,0
58934,Others,diğer,0
56824,Information Technology,ankara,0
46125,Information Technology,istanbul,0
19571,Information Technology,istanbul,0
8345,Information Technology,istanbul,1
56327,Information Technology,ankara,1
32112,Information Technology,istanbul,0
27432,Others,istanbul,1
52234,Financial Services,diğer,0
11429,Information Technology,istanbul,1
6943,Information Technology,istanbul,0
36695,Information Technology,istanbul,1
23533,Information Technology,diğer,0
36315,Information Technology,istanbul,0
39011,Information Technology,diğer,1
55573,Information Technology,ankara,1
22685,Information Technology,ankara,1
59842,Information Technology,diğer,0
28105,Information Technology,diğer,0
62307,Information Technology,istanbul,1
54615,Education,ankara,1
58100,Information Technology,istanbul,0
45699,Others,diğer,1
19273,Information Technology,istanbul,1
32434,Information Technology,ankara,0
45212,Information Technology,istanbul,0
34115,Others,diğer,1
50188,Information Technology,istanbul,1
22359,Information Technology,konya,0
38113,Aerospace and Defense,istanbul,1
12854,Information Technology,istanbul,1
10293,Information Technology,istanbul,1
38552,Automotive and Manufacturing,diğer,0
15695,Education,diğer,0
25242,Financial Services,istanbul,0
39923,Information Technology,istanbul,0
2738,Information Technology,istanbul,1
62764,Financial Services,istanbul,1
31830,Information Technology,diğer,0
4534,Financial Services,kocaeli,1
63661,Information Technology,istanbul,1
6498,Healthcare and Pharmaceuticals,istanbul,1
10007,Research and Development,istanbul,0
61763,Non-Profit,istanbul,0
25925,Information Technology,istanbul,1
1436,Information Technology,istanbul,1
16282,Others,diğer,0
29875,Information Technology,diğer,0
50281,Financial Services,istanbul,1
17682,Entertainment and Gaming,istanbul,1
25803,Information Technology,istanbul,1
18187,Information Technology,istanbul,1
63713,Information Technology,diğer,0
5830,Information Technology,diğer,0
14901,Information Technology,diğer,0
42329,Information Technology,istanbul,1
10874,Information Technology,ankara,0
52608,Information Technology,istanbul,1
3696,Information Technology,istanbul,1
2177,Information Technology,istanbul,1
43573,Information Technology,istanbul,0
19701,Chemicals and Materials,istanbul,0
29791,Aerospace and Defense,istanbul,0
7639,Entertainment and Gaming,ankara,0
13018,Information Technology,diğer,0
29360,Information Technology,ankara,0
21419,Financial Services,diğer,0
9963,Information Technology,diğer,0
17515,Information Technology,istanbul,0
37777,Aerospace and Defense,ankara,0
24749,Information Technology,istanbul,1
31035,Information Technology,istanbul,0
43926,Information Technology,istanbul,1
9852,Information Technology,istanbul,1
3980,Information Technology,istanbul,1
20432,Healthcare and Pharmaceuticals,diğer,1
22703,Information Technology,diğer,0
2805,Information Technology,istanbul,1
62067,Retail and Wholesale,istanbul,0
18129,Education,istanbul,0
6768,Information Technology,istanbul,0
59477,Consumer Goods,diğer,0
35003,Information Technology,istanbul,1
34370,Entertainment and Gaming,istanbul,0
45298,Consumer Goods,diğer,0
42396,Automotive and Manufacturing,istanbul,1
54498,Information Technology,ankara,1
52545,Aerospace and Defense,diğer,0
38363,Automotive and Manufacturing,istanbul,0
32377,Information Technology,ankara,0
44704,Information Technology,diğer,0
43910,Information Technology,istanbul,0
57320,Others,diğer,1
42794,Financial Services,istanbul,0
60252,Aerospace and Defense,ankara,1
37120,Financial Services,istanbul,1
7306,Information Technology,ankara,0
1363,Aerospace and Defense,istanbul,0
45508,Others,diğer,0
20869,Information Technology,istanbul,1
34707,Automotive and Manufacturing,istanbul,0
33786,Information Technology,istanbul,0
55551,Information Technology,konya,1
53984,Information Technology,diğer,1
54377,Information Technology,ankara,0
39304,Others,diğer,0
24267,Others,diğer,0
42966,Others,mersin,0
20129,Information Technology,istanbul,0
6499,Information Technology,istanbul,1
29419,Information Technology,diğer,0
46647,Information Technology,ankara,0
44952,Automotive and Manufacturing,diğer,0
62963,Financial Services,istanbul,1
38777,Automotive and Manufacturing,diğer,0
5218,Others,istanbul,0
27804,Information Technology,istanbul,1
21674,Information Technology,ankara,1
56528,Information Technology,ankara,1
53123,Financial Services,istanbul,0
5911,Information Technology,istanbul,1
29271,Information Technology,istanbul,0
19031,Information Technology,diğer,0
8107,Aerospace and Defense,ankara,1
31189,Aerospace and Defense,istanbul,0
61993,Information Technology,istanbul,0
44800,Information Technology,diğer,0
9542,Education,antalya,0
3428,Information Technology,ankara,0
10946,Information Technology,istanbul,1
19493,Information Technology,istanbul,0
5314,Information Technology,diğer,0
26689,Information Technology,istanbul,1
49436,Information Technology,istanbul,0
10069,Others,ankara,1
61001,Others,diğer,0
18182,Automotive and Manufacturing,istanbul,0
46384,Information Technology,diğer,1
64997,Information Technology,istanbul,1
50052,Information Technology,istanbul,1
32500,Others,antalya,0
18432,Information Technology,istanbul,0
40800,Information Technology,istanbul,1
19888,Automotive and Manufacturing,istanbul,0
14012,Information Technology,istanbul,0
18357,Information Technology,istanbul,1
21036,Information Technology,istanbul,0
26947,Information Technology,istanbul,1
59727,Information Technology,ankara,0
34213,Information Technology,istanbul,0
16484,Information Technology,istanbul,0
63545,Logistics and Supply Chain,istanbul,0
52134,Information Technology,diğer,0
25,Information Technology,istanbul,0
53351,Financial Services,istanbul,1
42502,Information Technology,istanbul,0
17520,Information Technology,istanbul,1
40808,Others,istanbul,0
63899,Information Technology,istanbul,1
25176,Information Technology,diğer,0
33108,Information Technology,ankara,1
50688,Information Technology,antalya,0
34866,Information Technology,istanbul,0
12291,Information Technology,ankara,0
3871,Information Technology,istanbul,1
35282,Aerospace and Defense,istanbul,1
7468,Information Technology,istanbul,1
63172,Information Technology,diğer,0
10624,Information Technology,istanbul,1
37483,Information Technology,diğer,1
61931,Automotive and Manufacturing,diğer,1
40509,Information Technology,istanbul,0
2608,Financial Services,istanbul,0
8031,Information Technology,diğer,0
61288,Aerospace and Defense,diğer,0
33387,Information Technology,istanbul,0
17706,Others,istanbul,0
48109,Information Technology,istanbul,1
15889,Logistics and Supply Chain,diğer,0
39259,Information Technology,istanbul,1
12580,Information Technology,istanbul,1
8182,Education,diğer,1
57455,Others,ankara,0
35673,Non-Profit,diğer,0
59225,Automotive and Manufacturing,istanbul,0
3086,Information Technology,diğer,0
44803,Information Technology,istanbul,0
3402,Information Technology,ankara,0
16475,Information Technology,istanbul,1
60927,Information Technology,ankara,1
14284,Others,istanbul,0
32103,Information Technology,istanbul,0
59882,Others,ankara,0
3125,Entertainment and Gaming,ankara,0
12770,Information Technology,istanbul,0
6331,Information Technology,istanbul,1
15453,Information Technology,istanbul,1
13161,Education,diğer,0
14387,Information Technology,istanbul,1
16237,Others,istanbul,0
33865,Information Technology,istanbul,0
44286,Information Technology,diğer,0
47200,Information Technology,istanbul,1
19754,Information Technology,istanbul,0
5944,Automotive and Manufacturing,istanbul,0
28324,Information Technology,istanbul,0
8363,Education,ankara,0
6055,Information Technology,istanbul,0
60909,Information Technology,ankara,0
50346,Information Technology,istanbul,1
723,Financial Services,istanbul,1
62044,Information Technology,istanbul,0
30833,Machinery and Equipment,tekirdağ,1
51509,Consumer Goods,istanbul,0
22578,Aerospace and Defense,ankara,1
20965,Education,istanbul,0
46270,Information Technology,diğer,0
29144,Information Technology,diğer,1
64727,Others,istanbul,0
33822,Information Technology,istanbul,0
39730,Information Technology,diğer,0
37726,Aerospace and Defense,diğer,0
28437,Information Technology,istanbul,0
55563,Information Technology,ankara,1
48820,Financial Services,istanbul,0
37402,Information Technology,istanbul,1
45054,Food and Beverage,eskisehir,1
39061,Information Technology,diğer,1
50596,Information Technology,istanbul,0
37450,Information Technology,istanbul,1
5047,Information Technology,diğer,1
25196,Information Technology,diğer,1
54381,Information Technology,diğer,1
36968,Information Technology,istanbul,1
6644,Information Technology,diğer,0
56564,Information Technology,ankara,0
36859,Information Technology,istanbul,0
23201,Information Technology,istanbul,0
55353,Others,konya,0
25329,Information Technology,diğer,0
28417,Information Technology,diğer,0
32906,Information Technology,diğer,0
31033,Automotive and Manufacturing,istanbul,0
39149,Information Technology,sakarya,0
11499,Information Technology,istanbul,0
6090,Information Technology,istanbul,0
16034,Aerospace and Defense,ankara,1
32221,Chemicals and Materials,diğer,0
13449,Information Technology,ankara,0
63804,Information Technology,istanbul,0
60499,Information Technology,istanbul,1
62727,Education,istanbul,0
38026,Information Technology,istanbul,1
30429,Information Technology,diğer,0
43254,Information Technology,diğer,1
21723,Information Technology,istanbul,0
57427,Information Technology,diğer,0
49679,Others,istanbul,0
32325,Information Technology,istanbul,0
20837,Information Technology,diğer,0
19776,Information Technology,istanbul,0
47978,Automotive and Manufacturing,ankara,0
13439,Automotive and Manufacturing,diğer,0
11525,Information Technology,diğer,1
6782,Information Technology,antalya,1
25862,Financial Services,diğer,0
13250,Aerospace and Defense,ankara,0
31422,Information Technology,istanbul,1
55985,Information Technology,konya,0
7823,Information Technology,istanbul,0
21099,Information Technology,istanbul,1
52449,Information Technology,istanbul,1
43515,Information Technology,diğer,1
19147,Information Technology,diğer,1
27528,Information Technology,istanbul,0
25240,Information Technology,istanbul,0
58435,Information Technology,ankara,1
54002,Information Technology,istanbul,0
24050,Financial Services,diğer,0
14792,Information Technology,istanbul,0
55417,Information Technology,konya,1
6910,Others,istanbul,0
43603,Information Technology,istanbul,0
51020,Others,diğer,0
62058,Information Technology,istanbul,0
23492,Others,ankara,0
21479,Information Technology,istanbul,0
33054,Information Technology,kocaeli,0
36512,Information Technology,istanbul,1
56228,Information Technology,istanbul,1
58103,Information Technology,diğer,0
6816,Others,istanbul,1
3429,Information Technology,istanbul,0
16087,Information Technology,istanbul,1
267,Information Technology,diğer,0
65459,Information Technology,diğer,1
823,Automotive and Manufacturing,istanbul,1
47806,Information Technology,istanbul,0
46564,Others,antalya,1
44470,Information Technology,istanbul,0
7283,Information Technology,ankara,0
45569,Information Technology,istanbul,0
18076,Marketing and Advertising,diğer,0
32401,Others,antalya,0
33372,Others,diğer,0
10907,Information Technology,istanbul,0
62418,Information Technology,diğer,0
32690,Food and Beverage,istanbul,0
22392,Information Technology,diğer,1
24106,Information Technology,diğer,0
26137,Information Technology,istanbul,0
12316,Information Technology,manisa,0
12331,Information Technology,istanbul,0
37348,Information Technology,istanbul,0
49073,Others,ankara,1
45244,Aerospace and Defense,diğer,0
8367,Information Technology,ankara,1
31256,Information Technology,istanbul,1
57513,Information Technology,ankara,0
49055,Information Technology,ankara,0
57936,Others,ankara,1
18936,Information Technology,istanbul,1
39468,Aerospace and Defense,ankara,1
57150,Chemicals and Materials,adana,0
54961,Information Technology,istanbul,1
15398,Financial Services,diğer,0
44009,Information Technology,diğer,0
25528,Information Technology,istanbul,1
14412,Information Technology,istanbul,0
44099,Logistics and Supply Chain,istanbul,0
33176,Information Technology,istanbul,1
22364,Information Technology,kayseri,0
7908,Information Technology,istanbul,0
39757,Information Technology,istanbul,0
63105,Information Technology,istanbul,0
28332,Information Technology,diğer,0
43498,Information Technology,diğer,0
56754,Automotive and Manufacturing,istanbul,0
17778,Information Technology,istanbul,0
62241,Information Technology,istanbul,1
40209,Others,istanbul,1
27450,Research and Development,diğer,0
54849,Information Technology,ankara,0
23591,Information Technology,diğer,0
35380,Information Technology,istanbul,1
63434,Information Technology,istanbul,0
16418,Research and Development,istanbul,1
7810,Entertainment and Gaming,ankara,1
43517,Information Technology,diğer,1
20271,Information Technology,istanbul,0
35407,Information Technology,istanbul,0
29839,Information Technology,diğer,0
11683,Information Technology,diğer,1
48809,Education,ankara,1
17120,Information Technology,istanbul,0
19007,Information Technology,istanbul,0
13763,Information Technology,istanbul,1
4760,Information Technology,bursa,0
61286,Information Technology,ankara,0
13768,Information Technology,istanbul,0
32555,Information Technology,istanbul,0
16446,Information Technology,istanbul,0
11531,Energy,istanbul,1
25471,Healthcare and Pharmaceuticals,diğer,0
7183,Automotive and Manufacturing,istanbul,1
48039,Information Technology,ankara,1
60514,Information Technology,ankara,1
1548,Information Technology,diğer,1
27924,Information Technology,diğer,0
5783,Information Technology,istanbul,0
22344,Information Technology,diğer,1
27850,Information Technology,istanbul,0
62091,Logistics and Supply Chain,kocaeli,1
6616,Information Technology,istanbul,1
37355,Information Technology,istanbul,0
9760,Information Technology,istanbul,1
37119,Chemicals and Materials,istanbul,0
44759,Information Technology,diğer,0
37638,Information Technology,diğer,0
45312,Financial Services,istanbul,0
41462,Aerospace and Defense,eskisehir,0
43612,Information Technology,diğer,0
38927,Information Technology,istanbul,1
53065,Information Technology,diğer,0
48057,Information Technology,ankara,0
20794,Healthcare and Pharmaceuticals,istanbul,0
19766,Information Technology,istanbul,0
60465,Information Technology,ankara,0
1116,Information Technology,ankara,1
26688,Information Technology,istanbul,1
28373,Non-Profit,istanbul,1
5008,Information Technology,istanbul,1
53567,Information Technology,diğer,0
20970,Information Technology,istanbul,1
21664,Information Technology,istanbul,1
27480,Others,diğer,0
40542,Information Technology,istanbul,1
20657,Information Technology,istanbul,1
47804,Others,istanbul,0
59948,Others,ankara,1
27851,Automotive and Manufacturing,diğer,1
55017,Information Technology,ankara,1
41243,Information Technology,istanbul,0
55530,Information Technology,konya,0
33923,Logistics and Supply Chain,diğer,1
55117,Information Technology,istanbul,0
12187,Information Technology,istanbul,1
61531,Information Technology,ankara,0
48997,Information Technology,ankara,1
24558,Others,diğer,1
29602,Education,istanbul,1
23841,Information Technology,diğer,0
50552,Information Technology,diğer,1
3163,Machinery and Equipment,eskisehir,0
60798,Information Technology,ankara,1
12685,Automotive and Manufacturing,diğer,1
61755,Food and Beverage,istanbul,0
51568,Information Technology,istanbul,0
38292,Information Technology,istanbul,0
55051,Information Technology,istanbul,0
11153,Information Technology,istanbul,0
17463,Information Technology,diğer,0
22704,Information Technology,kayseri,0
20806,Information Technology,istanbul,0
37475,Information Technology,istanbul,0
32329,Others,diğer,1
64749,Automotive and Manufacturing,diğer,0
19341,Information Technology,diğer,0
31201,Information Technology,diğer,0
22276,Others,istanbul,1
50202,Information Technology,istanbul,0
30558,Aerospace and Defense,diğer,0
49289,Information Technology,istanbul,0
37684,Information Technology,istanbul,1
1176,Information Technology,diğer,1
24363,Information Technology,ankara,0
43337,Information Technology,diğer,0
40389,Information Technology,eskisehir,0
24431,Information Technology,adana,1
7507,Information Technology,ankara,0
55670,Information Technology,istanbul,0
29813,Aerospace and Defense,diğer,0
25004,Information Technology,diğer,0
8760,Information Technology,istanbul,1
4975,Information Technology,istanbul,0
16800,Information Technology,diğer,0
54379,Information Technology,ankara,0
7085,Information Technology,diğer,1
37486,Information Technology,istanbul,0
2292,Information Technology,istanbul,1
23703,Automotive and Manufacturing,adana,0
64711,Information Technology,istanbul,0
34848,Information Technology,istanbul,1
27469,Others,istanbul,0
39573,Information Technology,ankara,1
14234,Information Technology,istanbul,0
56686,Information Technology,diğer,0
7368,Others,istanbul,1
9698,Information Technology,istanbul,0
9122,Information Technology,istanbul,1
46826,Information Technology,istanbul,0
16033,Others,diğer,1
35931,Information Technology,istanbul,0
58698,Information Technology,diğer,1
59255,Construction and Engineering,diğer,0
9841,Information Technology,istanbul,0
50142,Information Technology,istanbul,0
2034,Information Technology,istanbul,0
49452,Information Technology,diğer,0
35857,Chemicals and Materials,istanbul,1
19929,Others,istanbul,1
26154,Information Technology,istanbul,1
56892,Information Technology,ankara,0
16695,Information Technology,istanbul,0
17614,Information Technology,istanbul,1
55602,Information Technology,diğer,0
43674,Others,diğer,1
50322,Automotive and Manufacturing,istanbul,0
42997,Information Technology,diğer,1
24104,Consumer Goods,adana,1
1227,Information Technology,diğer,0
14606,Information Technology,istanbul,0
65183,Information Technology,istanbul,0
24364,Information Technology,istanbul,1
6822,Information Technology,istanbul,1
30179,Information Technology,diğer,1
43345,Information Technology,diğer,0
48006,Information Technology,ankara,1
41438,Information Technology,diğer,0
12762,Aerospace and Defense,ankara,0
20628,Others,diğer,1
1111,Information Technology,ankara,0
45800,Information Technology,ankara,0
62179,Automotive and Manufacturing,istanbul,1
40010,Education,istanbul,0
1507,Information Technology,istanbul,1
47292,Automotive and Manufacturing,ankara,1
36670,Automotive and Manufacturing,istanbul,0
49043,Consumer Goods,diğer,0
36120,Financial Services,istanbul,1
54165,Information Technology,ankara,0
4461,Information Technology,kocaeli,1
58268,Information Technology,kayseri,1
10790,Information Technology,istanbul,0
51389,Information Technology,istanbul,1
8953,Aerospace and Defense,ankara,0
17246,Financial Services,istanbul,0
34746,Information Technology,istanbul,1
56075,Construction and Engineering,denizli,0
13115,Information Technology,diğer,0
44953,Food and Beverage,diğer,0
29164,Financial Services,istanbul,1
4667,Entertainment and Gaming,istanbul,0
5569,Information Technology,istanbul,0
24318,Information Technology,adana,0
32578,Information Technology,antalya,0
5758,Automotive and Manufacturing,diğer,0
57757,Aerospace and Defense,ankara,0
15122,Information Technology,diğer,0
19551,Others,istanbul,0
2349,Information Technology,diğer,0
45870,Information Technology,istanbul,1
41649,Research and Development,istanbul,0
35401,Information Technology,istanbul,0
5937,Entertainment and Gaming,istanbul,0
46760,Information Technology,ankara,0
37477,Information Technology,istanbul,1
39274,Information Technology,istanbul,0
4332,Logistics and Supply Chain,istanbul,0
19269,Information Technology,antalya,0
14943,Information Technology,diğer,0
56024,Aerospace and Defense,istanbul,1
64611,Research and Development,istanbul,1
32802,Information Technology,istanbul,1
34511,Information Technology,diğer,0
58283,Others,istanbul,0
65703,Information Technology,istanbul,0
17118,Information Technology,istanbul,0
7749,Information Technology,ankara,0
19595,Information Technology,istanbul,0
25110,Information Technology,diğer,1
60115,Machinery and Equipment,ankara,1
10033,Information Technology,istanbul,1
12452,Information Technology,ankara,1
33385,Information Technology,istanbul,1
15933,Information Technology,istanbul,1
21411,Financial Services,istanbul,0
12784,Information Technology,istanbul,0
3731,Information Technology,istanbul,0
57561,Others,istanbul,0
36297,Information Technology,istanbul,0
11838,Information Technology,diğer,0
38456,Information Technology,istanbul,0
21768,Information Technology,istanbul,1
42962,Information Technology,diğer,1
8810,Information Technology,diğer,0
12361,Information Technology,diğer,1
40106,Information Technology,istanbul,1
54493,Information Technology,ankara,0
15935,Information Technology,diğer,0
66012,Information Technology,diğer,0
60391,Aerospace and Defense,ankara,0
36400,Information Technology,istanbul,1
27741,Information Technology,istanbul,0
18838,Information Technology,istanbul,1
29278,Others,istanbul,1
44055,Information Technology,diğer,1
45498,Consumer Goods,manisa,0
11317,Information Technology,ankara,0
51498,Information Technology,diğer,1
39438,Information Technology,istanbul,0
7335,Information Technology,ankara,1
39303,Information Technology,diğer,1
29596,Chemicals and Materials,istanbul,1
52303,Information Technology,diğer,1
20516,Information Technology,istanbul,1
18605,Others,diğer,0
50078,Education,istanbul,1
60052,Information Technology,ankara,1
11364,Automotive and Manufacturing,istanbul,1
51546,Information Technology,istanbul,0
19965,Information Technology,istanbul,0
11577,Information Technology,istanbul,1
59359,Others,diğer,0
7175,Automotive and Manufacturing,diğer,1
26475,Financial Services,diğer,0
49767,Information Technology,diğer,0
23892,Information Technology,istanbul,0
48349,Information Technology,diğer,0
1275,Information Technology,istanbul,1
63642,Financial Services,istanbul,0
62961,Information Technology,diğer,0
5994,Financial Services,istanbul,0
48152,Information Technology,ankara,0
37332,Information Technology,istanbul,0
35149,Information Technology,istanbul,0
62082,Machinery and Equipment,istanbul,0
50654,Information Technology,istanbul,1
25627,Information Technology,istanbul,1
66139,Information Technology,istanbul,0
26267,Information Technology,istanbul,0
26079,Information Technology,istanbul,1
38597,Information Technology,istanbul,0
41150,Information Technology,antalya,1
28824,Information Technology,istanbul,1
44179,Information Technology,diğer,0
58823,Others,diğer,0
31015,Chemicals and Materials,diğer,1
49025,Others,ankara,0
15829,Information Technology,diğer,0
3719,Information Technology,istanbul,1
7461,Information Technology,ankara,0
11808,Information Technology,diğer,1
49607,Information Technology,istanbul,1
